msoa,estimated capacity
E02000348,0.00
E02000350,0.00
E02000351,0.00
E02000352,0.00
E02000353,1283.02
E02000354,0.00
E02000355,0.00
E02000356,0.00
E02000357,0.00
E02000358,638.01
E02000359,0.00
E02000360,376.38
E02000361,0.00
E02000362,1187.49
E02000363,556.00
E02000364,0.00
E02000365,0.00
E02000366,0.00
E02000367,566.52
E02000368,0.00
E02000369,0.00
E02000370,3880.01
E02000371,1593.52
E02000372,49160.17
E02000373,0.00
E02000374,0.00
E02000375,453.52
E02000376,0.00
E02000377,0.00
E02000378,0.00
E02000379,0.00
E02000380,1055.72
E02000381,0.00
E02000382,0.00
E02000383,0.00
E02000384,0.00
E02000385,0.00
E02000386,0.00
E02000387,0.00
E02000388,0.00
E02000389,0.00
E02000390,0.00
E02000391,0.00
E02000392,0.00
E02000393,0.00
E02000394,282.86
E02000395,0.00
E02000396,0.00
E02000397,0.00
E02000398,0.00
E02000400,0.00
E02000401,0.00
E02000402,0.00
E02000403,0.00
E02000404,0.00
E02000405,0.00
E02000406,48.11
E02000407,1080.46
E02000408,0.00
E02000409,0.00
E02000410,0.00
E02000411,0.00
E02000412,0.00
E02000413,0.00
E02000414,0.00
E02000415,0.00
E02000416,0.00
E02000417,0.00
E02000418,0.00
E02000419,0.00
E02000420,0.00
E02000421,0.00
E02000422,0.00
E02000423,0.00
E02000424,0.00
E02000425,0.00
E02000426,0.00
E02000427,0.00
E02000428,9731.91
E02000429,0.00
E02000430,0.00
E02000431,0.00
E02000432,0.00
E02000433,0.00
E02000434,0.00
E02000435,0.00
E02000436,0.00
E02000437,0.00
E02000438,0.00
E02000439,0.00
E02000440,0.00
E02000441,0.00
E02000442,0.00
E02000443,0.00
E02000444,0.00
E02000445,0.00
E02000447,0.00
E02000448,0.00
E02000449,0.00
E02000451,0.00
E02000452,0.00
E02000453,0.00
E02000454,0.00
E02000455,466.58
E02000456,0.00
E02000457,0.00
E02000459,0.00
E02000460,0.00
E02000461,0.00
E02000462,0.00
E02000463,0.00
E02000464,0.00
E02000465,0.00
E02000466,0.00
E02000467,0.00
E02000468,0.00
E02000469,0.00
E02000470,0.00
E02000471,0.00
E02000472,0.00
E02000473,0.00
E02000474,0.00
E02000475,0.00
E02000476,0.00
E02000477,0.00
E02000478,0.00
E02000479,0.00
E02000480,0.00
E02000481,0.00
E02000482,0.00
E02000483,0.00
E02000484,0.00
E02000485,0.00
E02000486,0.00
E02000487,0.00
E02000488,0.00
E02000489,1709.13
E02000490,0.00
E02000491,52927.27
E02000492,0.00
E02000493,0.00
E02000494,0.00
E02000495,0.00
E02000496,0.00
E02000497,0.00
E02000498,0.00
E02000499,0.00
E02000500,0.00
E02000501,0.00
E02000502,0.00
E02000503,0.00
E02000504,0.00
E02000506,0.00
E02000507,0.00
E02000508,0.00
E02000509,0.00
E02000510,0.00
E02000511,0.00
E02000512,0.00
E02000513,0.00
E02000514,0.00
E02000515,0.00
E02000516,0.00
E02000517,0.00
E02000518,0.00
E02000519,0.00
E02000520,0.00
E02000521,4980.76
E02000522,0.00
E02000523,0.00
E02000524,24913.02
E02000525,137.79
E02000526,0.00
E02000528,0.00
E02000529,0.00
E02000530,9413.77
E02000531,1674.04
E02000532,0.00
E02000533,0.00
E02000534,1247.71
E02000535,0.00
E02000536,0.00
E02000537,0.00
E02000538,15370.04
E02000539,170.61
E02000540,2578.43
E02000541,0.00
E02000542,0.00
E02000543,0.00
E02000544,0.00
E02000545,941.27
E02000546,0.00
E02000547,27112.82
E02000548,0.00
E02000549,0.00
E02000550,0.00
E02000551,0.00
E02000552,2133.81
E02000553,0.00
E02000554,485.26
E02000555,121.32
E02000556,176.38
E02000557,0.00
E02000558,0.00
E02000559,2548.79
E02000560,758.91
E02000561,1000.78
E02000562,0.00
E02000563,915.26
E02000564,2050.88
E02000565,0.00
E02000566,0.00
E02000567,0.00
E02000568,2392.26
E02000569,75.53
E02000570,877.07
E02000571,0.00
E02000572,0.00
E02000573,0.00
E02000574,0.00
E02000575,239.42
E02000576,0.00
E02000577,934.42
E02000578,0.00
E02000579,2893.18
E02000580,407.56
E02000581,1251.75
E02000582,0.00
E02000583,0.00
E02000584,0.00
E02000585,0.00
E02000586,0.00
E02000587,0.00
E02000588,0.00
E02000589,0.00
E02000590,0.00
E02000591,0.00
E02000592,0.00
E02000593,0.00
E02000594,0.00
E02000595,0.00
E02000596,0.00
E02000597,0.00
E02000598,0.00
E02000599,0.00
E02000600,0.00
E02000601,0.00
E02000602,0.00
E02000603,0.00
E02000604,0.00
E02000605,0.00
E02000606,0.00
E02000607,330.13
E02000608,0.00
E02000609,0.00
E02000610,0.00
E02000611,0.00
E02000612,0.00
E02000613,0.00
E02000614,0.00
E02000615,0.00
E02000616,0.00
E02000617,0.00
E02000619,583.67
E02000620,0.00
E02000621,0.00
E02000622,0.00
E02000623,0.00
E02000624,0.00
E02000625,1264.36
E02000626,0.00
E02000627,0.00
E02000628,0.00
E02000629,0.00
E02000630,0.00
E02000631,0.00
E02000632,0.00
E02000633,0.00
E02000634,0.00
E02000635,1546.99
E02000636,0.00
E02000637,0.00
E02000638,0.00
E02000639,0.00
E02000640,0.00
E02000641,0.00
E02000642,0.00
E02000643,0.00
E02000644,0.00
E02000645,2148.69
E02000646,0.00
E02000647,0.00
E02000648,0.00
E02000649,0.00
E02000650,0.00
E02000651,0.00
E02000652,0.00
E02000653,0.00
E02000654,0.00
E02000655,0.00
E02000657,0.00
E02000658,0.00
E02000659,0.00
E02000660,0.00
E02000661,0.00
E02000662,0.00
E02000663,1184.08
E02000664,0.00
E02000665,0.00
E02000666,0.00
E02000667,0.00
E02000668,0.00
E02000669,0.00
E02000670,0.00
E02000671,0.00
E02000672,5231.80
E02000673,0.00
E02000674,0.00
E02000675,0.00
E02000676,0.00
E02000677,0.00
E02000678,8294.63
E02000679,0.00
E02000680,0.00
E02000681,0.00
E02000682,0.00
E02000683,0.00
E02000685,0.00
E02000686,0.00
E02000687,0.00
E02000689,4870.21
E02000690,0.00
E02000691,0.00
E02000692,0.00
E02000693,1093.99
E02000694,0.00
E02000695,16370.56
E02000696,0.00
E02000697,9137.88
E02000698,0.00
E02000699,0.00
E02000700,2680.09
E02000701,0.00
E02000702,0.00
E02000703,0.00
E02000704,0.00
E02000705,0.00
E02000706,1201.30
E02000707,0.00
E02000708,3608.86
E02000709,0.00
E02000710,0.00
E02000711,0.00
E02000712,0.00
E02000713,0.00
E02000714,0.00
E02000715,0.00
E02000716,0.00
E02000717,0.00
E02000718,0.00
E02000719,0.00
E02000720,0.00
E02000721,0.00
E02000722,0.00
E02000723,0.00
E02000724,0.00
E02000725,0.00
E02000726,0.00
E02000727,0.00
E02000728,0.00
E02000729,0.00
E02000730,0.00
E02000731,0.00
E02000732,0.00
E02000733,687.96
E02000734,0.00
E02000735,0.00
E02000736,0.00
E02000737,0.00
E02000738,0.00
E02000739,0.00
E02000740,0.00
E02000741,0.00
E02000742,0.00
E02000743,0.00
E02000744,0.00
E02000745,0.00
E02000746,0.00
E02000747,33680.92
E02000748,0.00
E02000749,4618.39
E02000750,10148.72
E02000751,0.00
E02000752,0.00
E02000753,0.00
E02000754,0.00
E02000755,0.00
E02000756,0.00
E02000757,0.00
E02000758,0.00
E02000759,0.00
E02000760,0.00
E02000762,0.00
E02000763,0.00
E02000764,0.00
E02000765,0.00
E02000767,0.00
E02000768,0.00
E02000769,0.00
E02000770,0.00
E02000772,0.00
E02000773,0.00
E02000774,0.00
E02000776,0.00
E02000777,0.00
E02000779,0.00
E02000780,0.00
E02000781,0.00
E02000782,0.00
E02000783,0.00
E02000784,539.00
E02000785,0.00
E02000786,0.00
E02000787,3480.47
E02000788,0.00
E02000789,0.00
E02000790,0.00
E02000791,0.00
E02000792,0.00
E02000793,0.00
E02000794,1729.15
E02000795,0.00
E02000796,0.00
E02000797,2022.40
E02000798,0.00
E02000799,715.67
E02000800,0.00
E02000801,0.00
E02000802,0.00
E02000803,0.00
E02000804,0.00
E02000805,0.00
E02000806,12750.32
E02000807,0.00
E02000808,196.70
E02000809,0.00
E02000810,0.00
E02000812,0.00
E02000813,0.00
E02000814,0.00
E02000815,0.00
E02000816,10225.26
E02000817,0.00
E02000818,0.00
E02000819,0.00
E02000820,0.00
E02000821,0.00
E02000822,0.00
E02000823,1084.30
E02000824,0.00
E02000825,0.00
E02000826,0.00
E02000827,683.89
E02000828,0.00
E02000829,0.00
E02000830,0.00
E02000831,0.00
E02000832,0.00
E02000833,0.00
E02000834,125.85
E02000835,0.00
E02000836,0.00
E02000837,0.00
E02000838,0.00
E02000839,0.00
E02000840,1928.37
E02000841,0.00
E02000842,0.00
E02000843,16524.34
E02000844,0.00
E02000845,0.00
E02000846,0.00
E02000847,0.00
E02000848,0.00
E02000849,4.64
E02000850,87592.48
E02000851,0.00
E02000852,0.00
E02000853,0.00
E02000854,0.00
E02000855,0.00
E02000856,0.00
E02000857,0.00
E02000858,26.31
E02000859,0.00
E02000860,0.00
E02000861,0.00
E02000863,0.00
E02000864,8651.28
E02000865,0.00
E02000866,0.00
E02000867,0.00
E02000868,0.00
E02000869,0.00
E02000870,0.00
E02000871,0.00
E02000872,0.00
E02000873,0.00
E02000874,0.00
E02000875,0.00
E02000876,0.00
E02000877,0.00
E02000878,0.00
E02000879,0.00
E02000880,0.00
E02000881,0.00
E02000882,0.00
E02000883,0.00
E02000884,497.78
E02000885,0.00
E02000886,0.00
E02000887,1967.71
E02000888,0.00
E02000889,0.00
E02000890,1185.97
E02000891,397.60
E02000893,0.00
E02000894,0.00
E02000895,0.00
E02000896,0.00
E02000897,0.00
E02000898,0.00
E02000899,0.00
E02000900,0.00
E02000901,4282.67
E02000902,0.00
E02000903,0.00
E02000904,0.00
E02000905,0.00
E02000906,0.00
E02000907,0.00
E02000908,0.00
E02000909,0.00
E02000910,0.00
E02000911,0.00
E02000912,0.00
E02000913,0.00
E02000914,1229.65
E02000915,0.00
E02000916,9163.42
E02000917,927.34
E02000918,0.00
E02000919,0.00
E02000920,0.00
E02000921,0.00
E02000922,0.00
E02000923,0.00
E02000924,6241.09
E02000925,0.00
E02000926,0.00
E02000927,275.58
E02000928,0.00
E02000929,0.00
E02000930,0.00
E02000931,0.00
E02000932,0.00
E02000933,0.00
E02000934,0.00
E02000935,0.00
E02000936,0.00
E02000937,0.00
E02000938,0.00
E02000939,0.00
E02000940,6517.79
E02000941,0.00
E02000942,0.00
E02000943,379.18
E02000944,0.00
E02000945,0.00
E02000946,0.00
E02000947,0.00
E02000948,0.00
E02000949,0.00
E02000950,0.00
E02000951,0.00
E02000952,0.00
E02000953,1073.44
E02000954,0.00
E02000955,0.00
E02000956,0.00
E02000957,0.00
E02000958,0.00
E02000959,0.00
E02000960,0.00
E02000961,283.31
E02000962,0.00
E02000963,0.00
E02000964,0.00
E02000965,0.00
E02000966,0.00
E02000967,1239.67
E02000968,1605.27
E02000969,1558.25
E02000970,0.00
E02000971,0.00
E02000972,0.00
E02000973,822.00
E02000974,0.00
E02000975,0.00
E02000976,0.00
E02000977,0.00
E02000978,0.00
E02000979,279.65
E02000980,0.00
E02000981,0.00
E02000982,0.00
E02000983,0.00
E02000984,0.00
E02000985,0.00
E02000986,0.00
E02000987,0.00
E02000988,0.00
E02000989,0.00
E02000990,0.00
E02000991,0.00
E02000992,0.00
E02000993,0.00
E02000994,0.00
E02000995,0.00
E02000996,0.00
E02000997,0.00
E02000998,0.00
E02000999,0.00
E02001000,0.00
E02001001,0.00
E02001002,0.00
E02001003,0.00
E02001004,0.00
E02001005,0.00
E02001006,0.00
E02001007,0.00
E02001008,0.00
E02001009,85867.44
E02001010,0.00
E02001011,0.00
E02001012,0.00
E02001013,0.00
E02001014,25624.18
E02001015,0.00
E02001016,0.00
E02001017,0.00
E02001018,0.00
E02001019,0.00
E02001020,0.00
E02001021,0.00
E02001022,3007.57
E02001023,0.00
E02001024,0.00
E02001025,0.00
E02001026,10080.22
E02001027,0.00
E02001028,0.00
E02001029,0.00
E02001030,0.00
E02001031,0.00
E02001032,0.00
E02001033,0.00
E02001034,0.00
E02001035,0.00
E02001036,0.00
E02001037,0.00
E02001038,0.00
E02001039,0.00
E02001040,0.00
E02001041,0.00
E02001042,0.00
E02001043,0.00
E02001044,0.00
E02001045,0.00
E02001046,0.00
E02001047,0.00
E02001048,0.00
E02001049,0.00
E02001050,0.00
E02001051,0.00
E02001052,0.00
E02001053,0.00
E02001055,35873.76
E02001056,0.00
E02001057,0.00
E02001059,0.00
E02001061,0.00
E02001062,4914.67
E02001063,0.00
E02001064,0.00
E02001065,0.00
E02001066,0.00
E02001067,0.00
E02001068,1485.98
E02001069,0.00
E02001070,0.00
E02001071,0.00
E02001072,0.00
E02001073,0.00
E02001074,0.00
E02001075,211.09
E02001076,1207.95
E02001077,0.00
E02001078,285.30
E02001079,0.00
E02001080,0.00
E02001081,0.00
E02001082,0.00
E02001083,0.00
E02001084,0.00
E02001085,0.00
E02001086,0.00
E02001087,0.00
E02001088,0.00
E02001089,0.00
E02001090,0.00
E02001091,0.00
E02001092,0.00
E02001093,13050.38
E02001094,0.00
E02001095,0.00
E02001096,471.04
E02001097,3133.95
E02001098,0.00
E02001099,0.00
E02001100,0.00
E02001101,0.00
E02001102,0.00
E02001103,728.91
E02001104,0.00
E02001105,0.00
E02001106,0.00
E02001107,0.00
E02001108,0.00
E02001109,0.00
E02001110,0.00
E02001111,0.00
E02001112,4617.12
E02001113,0.00
E02001114,0.00
E02001115,0.00
E02001116,39.03
E02001117,0.00
E02001118,0.00
E02001119,0.00
E02001121,0.00
E02001123,0.00
E02001124,4660.49
E02001125,0.00
E02001126,0.00
E02001127,0.00
E02001128,0.00
E02001129,0.00
E02001130,0.00
E02001131,0.00
E02001132,0.00
E02001133,0.00
E02001134,0.00
E02001135,0.00
E02001136,0.00
E02001137,0.00
E02001138,0.00
E02001139,0.00
E02001140,0.00
E02001141,0.00
E02001142,0.00
E02001143,0.00
E02001144,0.00
E02001145,0.00
E02001146,0.00
E02001147,0.00
E02001148,3474.67
E02001149,17010.68
E02001150,1917.22
E02001151,5721.45
E02001152,0.00
E02001153,0.00
E02001154,0.00
E02001155,0.00
E02001156,0.00
E02001157,0.00
E02001158,0.00
E02001159,0.00
E02001160,0.00
E02001161,0.00
E02001162,0.00
E02001163,0.00
E02001164,0.00
E02001165,0.00
E02001166,0.00
E02001167,0.00
E02001168,0.00
E02001169,0.00
E02001170,0.00
E02001171,0.00
E02001172,0.00
E02001173,0.00
E02001174,0.00
E02001175,0.00
E02001176,28519.79
E02001177,0.00
E02001178,9684.67
E02001179,0.00
E02001180,0.00
E02001181,0.00
E02001182,0.00
E02001183,0.00
E02001184,32630.09
E02001185,25973.39
E02001186,1889.20
E02001187,0.00
E02001188,0.00
E02001189,0.00
E02001190,0.00
E02001191,0.00
E02001192,1854.83
E02001193,3235.50
E02001194,0.00
E02001195,0.00
E02001196,0.00
E02001197,0.00
E02001198,0.00
E02001199,0.00
E02001200,0.00
E02001201,0.00
E02001202,0.00
E02001203,0.00
E02001204,7699.74
E02001205,0.00
E02001206,0.00
E02001207,0.00
E02001208,24472.06
E02001209,0.00
E02001210,0.00
E02001211,0.00
E02001212,12812.04
E02001213,0.00
E02001214,0.00
E02001215,0.00
E02001216,0.00
E02001217,0.00
E02001218,0.00
E02001219,0.00
E02001220,0.00
E02001221,0.00
E02001222,0.00
E02001223,0.00
E02001224,0.00
E02001225,11132.69
E02001226,0.00
E02001227,0.00
E02001228,2633.86
E02001229,0.00
E02001230,0.00
E02001231,0.00
E02001232,0.00
E02001233,0.00
E02001234,0.00
E02001235,0.00
E02001236,0.00
E02001237,0.00
E02001238,0.00
E02001239,0.00
E02001240,0.00
E02001241,2426.68
E02001242,0.00
E02001243,0.00
E02001244,0.00
E02001245,0.00
E02001246,0.00
E02001247,0.00
E02001248,1090.04
E02001249,0.00
E02001250,0.00
E02001251,0.00
E02001252,0.00
E02001253,0.00
E02001254,0.00
E02001255,0.00
E02001256,0.00
E02001257,0.00
E02001258,0.00
E02001259,497.96
E02001260,0.00
E02001261,20717.22
E02001262,0.00
E02001263,0.00
E02001264,198637.32
E02001265,0.00
E02001266,19126.92
E02001267,0.00
E02001268,0.00
E02001269,0.00
E02001270,835.02
E02001271,0.00
E02001272,0.00
E02001273,0.00
E02001274,0.00
E02001275,4504.12
E02001276,0.00
E02001277,2321.99
E02001278,0.00
E02001279,0.00
E02001280,0.00
E02001281,0.00
E02001282,0.00
E02001283,0.00
E02001284,0.00
E02001285,0.00
E02001286,0.00
E02001287,0.00
E02001288,0.00
E02001289,0.00
E02001290,0.00
E02001291,0.00
E02001292,0.00
E02001293,0.00
E02001294,0.00
E02001295,157.92
E02001296,38294.93
E02001297,0.00
E02001298,0.00
E02001299,0.00
E02001300,0.00
E02001301,0.00
E02001302,0.00
E02001303,0.00
E02001304,0.00
E02001305,0.00
E02001306,0.00
E02001307,0.00
E02001308,0.00
E02001309,0.00
E02001310,1137.63
E02001311,0.00
E02001312,0.00
E02001313,0.00
E02001314,0.00
E02001315,4136.21
E02001316,0.00
E02001317,0.00
E02001318,31860.39
E02001319,0.00
E02001320,4407.11
E02001321,163.31
E02001322,0.00
E02001323,0.00
E02001324,0.00
E02001325,0.00
E02001326,0.00
E02001327,15996.71
E02001328,0.00
E02001329,0.00
E02001330,0.00
E02001331,11940.11
E02001332,0.00
E02001333,0.00
E02001334,0.00
E02001335,0.00
E02001336,0.00
E02001337,0.00
E02001338,0.00
E02001339,0.00
E02001340,0.00
E02001341,0.00
E02001342,0.00
E02001343,0.00
E02001344,0.00
E02001345,0.00
E02001346,0.00
E02001347,0.00
E02001348,0.00
E02001349,0.00
E02001350,0.00
E02001351,0.00
E02001352,0.00
E02001353,0.00
E02001354,0.00
E02001355,0.00
E02001356,0.00
E02001357,0.00
E02001358,0.00
E02001359,0.00
E02001360,1278.88
E02001361,0.00
E02001362,0.00
E02001363,0.00
E02001364,0.00
E02001365,0.00
E02001366,0.00
E02001367,0.00
E02001368,756.99
E02001369,0.00
E02001370,0.00
E02001371,0.00
E02001372,0.00
E02001373,0.00
E02001374,16387.67
E02001375,0.00
E02001376,0.00
E02001377,0.00
E02001378,2427.27
E02001380,0.00
E02001381,0.00
E02001382,0.00
E02001383,0.00
E02001384,0.00
E02001385,0.00
E02001386,0.00
E02001387,0.00
E02001388,0.00
E02001389,0.00
E02001390,0.00
E02001391,0.00
E02001392,0.00
E02001393,0.00
E02001394,0.00
E02001395,0.00
E02001396,0.00
E02001397,0.00
E02001398,0.00
E02001399,0.00
E02001400,0.00
E02001401,0.00
E02001402,7795.46
E02001403,0.00
E02001404,84566.39
E02001405,0.00
E02001406,0.00
E02001407,0.00
E02001408,47754.72
E02001409,0.00
E02001410,120719.93
E02001411,0.00
E02001412,0.00
E02001413,0.00
E02001414,0.00
E02001415,0.00
E02001416,0.00
E02001417,0.00
E02001418,0.00
E02001419,0.00
E02001420,0.00
E02001421,0.00
E02001422,0.00
E02001423,0.00
E02001424,58317.01
E02001425,0.00
E02001426,0.00
E02001427,0.00
E02001428,0.00
E02001429,0.00
E02001430,0.00
E02001431,0.00
E02001432,0.00
E02001433,0.00
E02001434,0.00
E02001435,0.00
E02001436,0.00
E02001437,0.00
E02001438,0.00
E02001439,0.00
E02001440,0.00
E02001441,0.00
E02001442,0.00
E02001443,0.00
E02001444,0.00
E02001445,0.00
E02001446,0.00
E02001447,0.00
E02001448,0.00
E02001449,0.00
E02001450,0.00
E02001451,0.00
E02001452,0.00
E02001453,0.00
E02001454,0.00
E02001455,0.00
E02001456,0.00
E02001457,11891.97
E02001458,0.00
E02001459,0.00
E02001460,0.00
E02001461,0.00
E02001462,0.00
E02001463,0.00
E02001464,0.00
E02001465,25590.83
E02001466,0.00
E02001467,0.00
E02001468,0.00
E02001469,0.00
E02001470,0.00
E02001471,0.00
E02001472,0.00
E02001473,0.00
E02001474,0.00
E02001475,0.00
E02001476,0.00
E02001477,0.00
E02001478,0.00
E02001479,839.01
E02001480,0.00
E02001481,0.00
E02001482,2107.62
E02001483,0.00
E02001484,0.00
E02001485,0.00
E02001486,0.00
E02001487,5054.09
E02001488,0.00
E02001489,0.00
E02001490,0.00
E02001491,0.00
E02001492,0.00
E02001493,0.00
E02001494,0.00
E02001495,0.00
E02001496,0.00
E02001497,0.00
E02001498,0.00
E02001499,0.00
E02001500,0.00
E02001501,0.00
E02001502,59710.52
E02001503,0.00
E02001504,0.00
E02001505,36500.59
E02001506,0.00
E02001507,0.00
E02001508,0.00
E02001509,0.00
E02001510,0.00
E02001511,0.00
E02001512,0.00
E02001513,0.00
E02001514,0.00
E02001515,0.00
E02001516,45350.91
E02001517,0.00
E02001518,0.00
E02001519,0.00
E02001520,14642.21
E02001521,0.00
E02001522,0.00
E02001523,0.00
E02001524,0.00
E02001525,0.00
E02001526,0.00
E02001527,1315.44
E02001528,0.00
E02001529,0.00
E02001530,0.00
E02001531,0.00
E02001532,792.68
E02001533,0.00
E02001534,0.00
E02001535,653.35
E02001536,0.00
E02001537,0.00
E02001538,0.00
E02001539,0.00
E02001540,0.00
E02001541,0.00
E02001542,0.00
E02001543,0.00
E02001544,0.00
E02001545,0.00
E02001546,0.00
E02001547,0.00
E02001548,0.00
E02001549,0.00
E02001550,0.00
E02001551,0.00
E02001552,257975.44
E02001553,0.00
E02001554,0.00
E02001555,24771.65
E02001556,0.00
E02001557,0.00
E02001558,180754.42
E02001559,0.00
E02001560,6905.69
E02001561,0.00
E02001562,0.00
E02001563,0.00
E02001564,0.00
E02001565,0.00
E02001566,82892.26
E02001567,0.00
E02001568,0.00
E02001569,0.00
E02001570,0.00
E02001571,0.00
E02001572,0.00
