msoa,estimated capacity
E02000265,4789.59
E02000266,0.00
E02000267,0.00
E02000268,0.00
E02000269,0.00
E02000270,0.00
E02000271,0.00
E02000272,0.00
E02000274,0.00
E02000275,0.00
E02000276,81.78
E02000277,753.42
E02000278,2533.41
E02000279,43.04
E02000280,0.00
E02000281,0.00
E02000282,401.67
E02000283,0.00
E02000284,0.00
E02000285,0.00
E02000286,876.84
E02000287,0.00
E02000288,17873.82
E02000289,0.00
E02000290,0.00
E02000291,3964.65
E02000292,7554.19
E02000293,0.00
E02000294,0.00
E02000295,2513.71
E02000296,6976.92
E02000297,0.00
E02000298,2615.78
E02000299,0.00
E02000300,0.00
E02000301,0.00
E02000302,4893.43
E02000303,0.00
E02000304,0.00
E02000305,857.81
E02000306,245.42
E02000307,0.00
E02000308,226.22
E02000309,12953.36
E02000311,0.00
E02000312,733.35
E02000313,0.00
E02000314,8961.66
E02000315,8043.34
E02000316,6934.76
E02000317,0.00
E02000318,617.70
E02000319,0.00
E02000320,0.00
E02000321,0.00
E02000323,380.85
E02000324,359.24
E02000326,0.00
E02000327,0.00
E02000328,342.69
E02000329,874.78
E02000331,0.00
E02000332,0.00
E02000333,1017.25
E02000334,0.00
E02000335,0.00
E02000337,0.00
E02000339,1446.42
E02000340,4752.71
E02000341,0.00
E02000342,0.00
E02000343,105.45
E02000344,0.00
E02000345,4785.51
E02000346,0.00
E02000347,0.00
E02000348,3987.03
E02000350,149.85
E02000351,0.00
E02000352,0.00
E02000353,0.00
E02000354,328.20
E02000355,0.00
E02000356,0.00
E02000357,0.00
E02000358,0.00
E02000359,0.00
E02000360,0.00
E02000361,4380.22
E02000362,0.00
E02000363,105.19
E02000364,0.00
E02000365,465.07
E02000366,2293.20
E02000367,1943.44
E02000368,0.00
E02000369,0.00
E02000370,0.00
E02000371,346.53
E02000372,67.86
E02000373,0.00
E02000374,0.00
E02000375,0.00
E02000376,259.93
E02000377,215.98
E02000378,271.15
E02000379,0.00
E02000380,0.00
E02000381,742.15
E02000382,0.00
E02000383,0.00
E02000384,2181.92
E02000385,0.00
E02000386,0.00
E02000387,0.00
E02000388,1292.96
E02000389,0.00
E02000390,0.00
E02000391,172.89
E02000392,3602.56
E02000393,0.00
E02000394,1100.45
E02000395,0.00
E02000396,78.36
E02000397,90.43
E02000398,0.00
E02000400,0.00
E02000401,0.00
E02000402,0.00
E02000403,0.00
E02000404,0.00
E02000405,0.00
E02000406,0.00
E02000407,0.00
E02000408,2462.24
E02000409,0.00
E02000410,463.46
E02000411,0.00
E02000412,7424.79
E02000413,0.00
E02000414,0.00
E02000415,0.00
E02000416,346.47
E02000417,1519.39
E02000418,0.00
E02000419,0.00
E02000420,4079.77
E02000421,97.02
E02000422,0.00
E02000423,0.00
E02000424,317.64
E02000425,0.00
E02000426,0.00
E02000427,1838.08
E02000428,8095.43
E02000429,0.00
E02000430,0.00
E02000431,141.70
E02000432,0.00
E02000433,4532.35
E02000434,0.00
E02000435,0.00
E02000436,0.00
E02000437,4301.43
E02000438,4645.26
E02000439,1569.91
E02000440,0.00
E02000441,3833.50
E02000442,0.00
E02000443,1214.77
E02000444,340.63
E02000445,280.22
E02000447,0.00
E02000448,5104.38
E02000449,402.31
E02000451,0.00
E02000452,7255.34
E02000453,3040.20
E02000454,0.00
E02000455,0.00
E02000456,0.00
E02000457,0.00
E02000459,3260.58
E02000460,0.00
E02000461,0.00
E02000462,2951.01
E02000463,0.00
E02000464,0.00
E02000465,0.00
E02000466,0.00
E02000467,0.00
E02000468,137.02
E02000469,0.00
E02000470,12454.01
E02000471,0.00
E02000472,0.00
E02000473,0.00
E02000474,1497.20
E02000475,0.00
E02000476,10892.32
E02000477,0.00
E02000478,0.00
E02000479,9189.38
E02000480,0.00
E02000481,0.00
E02000482,324.37
E02000483,6948.54
E02000484,0.00
E02000485,872.17
E02000486,0.00
E02000487,1855.29
E02000488,3163.52
E02000489,706.60
E02000490,0.00
E02000491,0.00
E02000492,0.00
E02000493,9996.30
E02000494,0.00
E02000495,1584.86
E02000496,232.82
E02000497,0.00
E02000498,0.00
E02000499,0.00
E02000500,2324.89
E02000501,263.43
E02000502,0.00
E02000503,0.00
E02000504,0.00
E02000506,0.00
E02000507,0.00
E02000508,0.00
E02000509,2671.72
E02000510,0.00
E02000511,0.00
E02000512,0.00
E02000513,5970.28
E02000514,2124.38
E02000515,7036.80
E02000516,4699.62
E02000517,0.00
E02000518,0.00
E02000519,10506.70
E02000520,2674.78
E02000521,0.00
E02000522,0.00
E02000523,0.00
E02000524,300.65
E02000525,0.00
E02000526,0.00
E02000528,2806.65
E02000529,0.00
E02000530,8925.93
E02000531,0.00
E02000532,0.00
E02000533,0.00
E02000534,9424.71
E02000535,0.00
E02000536,0.00
E02000537,0.00
E02000538,142.04
E02000539,0.00
E02000540,0.00
E02000541,0.00
E02000542,2842.39
E02000543,1088.51
E02000544,0.00
E02000545,7481.01
E02000546,0.00
E02000547,7687.90
E02000548,0.00
E02000549,2260.13
E02000550,14248.29
E02000551,0.00
E02000552,115.09
E02000553,0.00
E02000554,0.00
E02000555,47.37
E02000556,2024.23
E02000557,1575.32
E02000558,0.00
E02000559,0.00
E02000560,6834.64
E02000561,0.00
E02000562,0.00
E02000563,0.00
E02000564,1657.67
E02000565,0.00
E02000566,0.00
E02000567,0.00
E02000568,0.00
E02000569,0.00
E02000570,192.68
E02000571,0.00
E02000572,673.23
E02000573,6143.24
E02000574,1081.54
E02000575,442.98
E02000576,0.00
E02000577,8016.23
E02000578,0.00
E02000579,0.00
E02000580,751.47
E02000581,0.00
E02000582,608.15
E02000583,0.00
E02000584,0.00
E02000585,0.00
E02000586,2920.88
E02000587,1230.84
E02000588,0.00
E02000589,5212.64
E02000590,0.00
E02000591,5567.05
E02000592,3235.34
E02000593,586.01
E02000594,616.88
E02000595,944.84
E02000596,0.00
E02000597,0.00
E02000598,0.00
E02000599,0.00
E02000600,0.00
E02000601,10036.22
E02000602,3461.93
E02000603,2152.15
E02000604,2113.59
E02000605,2471.52
E02000606,0.00
E02000607,0.00
E02000608,6306.16
E02000609,0.00
E02000610,0.00
E02000611,100.91
E02000612,0.00
E02000613,0.00
E02000614,0.00
E02000615,740.78
E02000616,0.00
E02000617,1820.31
E02000619,0.00
E02000620,1285.57
E02000621,990.15
E02000622,0.00
E02000623,0.00
E02000624,0.00
E02000625,803.52
E02000626,0.00
E02000627,84.52
E02000628,0.00
E02000629,0.00
E02000630,0.00
E02000631,0.00
E02000632,0.00
E02000633,5585.01
E02000634,4122.82
E02000635,0.00
E02000636,0.00
E02000637,1857.88
E02000638,0.00
E02000639,0.00
E02000640,0.00
E02000641,0.00
E02000642,0.00
E02000643,0.00
E02000644,561.18
E02000645,351.50
E02000646,0.00
E02000647,0.00
E02000648,340.77
E02000649,0.00
E02000650,287.09
E02000651,6645.14
E02000652,0.00
E02000653,2076.37
E02000654,0.00
E02000655,6050.57
E02000657,0.00
E02000658,0.00
E02000659,0.00
E02000660,0.00
E02000661,91.87
E02000662,455.10
E02000663,0.00
E02000664,7976.42
E02000665,5488.93
E02000666,0.00
E02000667,369.89
E02000668,276.87
E02000669,963.79
E02000670,438.31
E02000671,0.00
E02000672,5833.80
E02000673,2261.70
E02000674,0.00
E02000675,0.00
E02000676,0.00
E02000677,0.00
E02000678,0.00
E02000679,0.00
E02000680,0.00
E02000681,16713.26
E02000682,0.00
E02000683,0.00
E02000685,0.00
E02000686,505.31
E02000687,0.00
E02000689,519.18
E02000690,0.00
E02000691,4425.71
E02000692,1569.09
E02000693,19064.45
E02000694,181.60
E02000695,0.00
E02000696,1896.79
E02000697,4261.13
E02000698,0.00
E02000699,0.00
E02000700,0.00
E02000701,2948.40
E02000702,0.00
E02000703,0.00
E02000704,11321.66
E02000705,2067.18
E02000706,8022.11
E02000707,0.00
E02000708,85.81
E02000709,0.00
E02000710,0.00
E02000711,608.50
E02000712,0.00
E02000713,0.00
E02000714,0.00
E02000715,0.00
E02000716,0.00
E02000717,0.00
E02000718,0.00
E02000719,178.40
E02000720,0.00
E02000721,724.43
E02000722,0.00
E02000723,0.00
E02000724,0.00
E02000725,5723.16
E02000726,4478.46
E02000727,737.63
E02000728,0.00
E02000729,0.00
E02000730,2284.28
E02000731,3406.94
E02000732,0.00
E02000733,0.00
E02000734,0.00
E02000735,97.91
E02000736,0.00
E02000737,0.00
E02000738,0.00
E02000739,0.00
E02000740,0.00
E02000741,0.00
E02000742,0.00
E02000743,1053.39
E02000744,0.00
E02000745,0.00
E02000746,42677.88
E02000747,0.00
E02000748,0.00
E02000749,0.00
E02000750,0.00
E02000751,653.01
E02000752,0.00
E02000753,0.00
E02000754,0.00
E02000755,0.00
E02000756,3572.40
E02000757,7771.00
E02000758,0.00
E02000759,0.00
E02000760,0.00
E02000762,0.00
E02000763,0.00
E02000764,0.00
E02000765,0.00
E02000767,0.00
E02000768,0.00
E02000769,726.34
E02000770,0.00
E02000772,10261.90
E02000773,0.00
E02000774,0.00
E02000776,0.00
E02000777,0.00
E02000779,0.00
E02000780,0.00
E02000781,0.00
E02000782,4549.21
E02000783,0.00
E02000784,224.94
E02000785,135.10
E02000786,520.24
E02000787,4934.93
E02000788,2499.41
E02000789,0.00
E02000790,0.00
E02000791,2706.13
E02000792,1743.56
E02000793,827.45
E02000794,0.00
E02000795,0.00
E02000796,0.00
E02000797,391.97
E02000798,104.27
E02000799,0.00
E02000800,0.00
E02000801,2163.81
E02000802,275.45
E02000803,12610.02
E02000804,2974.76
E02000805,134.46
E02000806,979.20
E02000807,0.00
E02000808,0.00
E02000809,0.00
E02000810,0.00
E02000812,0.00
E02000813,10128.84
E02000814,0.00
E02000815,0.00
E02000816,0.00
E02000817,0.00
E02000818,3859.17
E02000819,5675.59
E02000820,0.00
E02000821,8182.53
E02000822,0.00
E02000823,0.00
E02000824,1284.20
E02000825,0.00
E02000826,0.00
E02000827,4322.84
E02000828,6564.08
E02000829,4297.60
E02000830,0.00
E02000831,2299.28
E02000832,0.00
E02000833,668.60
E02000834,0.00
E02000835,0.00
E02000836,1356.24
E02000837,0.00
E02000838,250.99
E02000839,0.00
E02000840,0.00
E02000841,1839.88
E02000842,10838.82
E02000843,303.24
E02000844,0.00
E02000845,3113.67
E02000846,0.00
E02000847,0.00
E02000848,9987.44
E02000849,0.00
E02000850,18926.64
E02000851,31168.70
E02000852,154.74
E02000853,0.00
E02000854,0.00
E02000855,0.00
E02000856,0.00
E02000857,0.00
E02000858,0.00
E02000859,0.00
E02000860,0.00
E02000861,0.00
E02000863,0.00
E02000864,0.00
E02000865,0.00
E02000866,0.00
E02000867,0.00
E02000868,2291.30
E02000869,0.00
E02000870,0.00
E02000871,6232.54
E02000872,0.00
E02000873,0.00
E02000874,3.08
E02000875,0.00
E02000876,8781.24
E02000877,0.00
E02000878,301.50
E02000879,0.00
E02000880,0.00
E02000881,0.00
E02000882,0.00
E02000883,0.00
E02000884,566.06
E02000885,0.00
E02000886,1478.73
E02000887,0.00
E02000888,0.00
E02000889,209.01
E02000890,2528.34
E02000891,4368.35
E02000893,5442.74
E02000894,0.00
E02000895,0.00
E02000896,1205.33
E02000897,158.50
E02000898,0.00
E02000899,3874.55
E02000900,17925.52
E02000901,8767.18
E02000902,0.00
E02000903,0.00
E02000904,0.00
E02000905,586.27
E02000906,0.00
E02000907,271.01
E02000908,645.21
E02000909,0.00
E02000910,0.00
E02000911,7940.88
E02000912,418.95
E02000913,0.00
E02000914,4597.45
E02000915,7767.90
E02000916,7000.06
E02000917,0.00
E02000918,1429.31
E02000919,0.00
E02000920,11732.67
E02000921,12.33
E02000922,265.06
E02000923,0.00
E02000924,1972.08
E02000925,0.00
E02000926,0.00
E02000927,0.00
E02000928,723.78
E02000929,0.00
E02000930,7977.92
E02000931,0.00
E02000932,3983.37
E02000933,0.00
E02000934,0.00
E02000935,0.00
E02000936,0.00
E02000937,0.00
E02000938,0.00
E02000939,0.00
E02000940,8220.89
E02000941,0.00
E02000942,0.00
E02000943,5117.57
E02000944,0.00
E02000945,8450.92
E02000946,0.00
E02000947,0.00
E02000948,0.00
E02000949,0.00
E02000950,0.00
E02000951,0.00
E02000952,0.00
E02000953,0.00
E02000954,84.98
E02000955,0.00
E02000956,0.00
E02000957,3982.63
E02000958,0.00
E02000959,0.00
E02000960,0.00
E02000961,0.00
E02000962,0.00
E02000963,0.00
E02000964,735.15
E02000965,0.00
E02000966,0.00
E02000967,0.00
E02000968,0.00
E02000969,0.00
E02000970,0.00
E02000971,1758.55
E02000972,0.00
E02000973,0.00
E02000974,0.00
E02000975,0.00
E02000976,95.24
E02000977,636.64
E02000978,1200.74
E02000979,0.00
E02000980,0.00
E02000981,366.48
E02000982,0.00
E02000983,0.00
E02000984,0.00
E02000985,5775.85
E02000986,272.03
E02000987,1848.46
E02000988,2240.32
E02000989,0.00
E02000990,23755.74
E02000991,0.00
E02000992,203.35
E02000993,0.00
E02000994,136.44
E02000995,0.00
E02000996,703.57
E02000997,1913.47
E02000998,8195.03
E02000999,18962.50
E02001000,436.56
E02001001,476.16
E02001002,4488.49
E02001003,0.00
E02001004,2966.35
E02001005,8236.55
E02001006,74.33
E02001007,3173.20
E02001008,0.00
E02001009,3171.67
E02001010,629.04
E02001011,2913.30
E02001012,146.51
E02001013,0.00
E02001014,7083.89
E02001015,15826.08
E02001016,269.11
E02001017,92.78
E02001018,0.00
E02001019,5404.08
E02001020,390.54
E02001021,653.88
E02001022,89.33
E02001023,0.00
E02001024,0.00
E02001025,0.00
E02001026,12816.62
E02001027,6739.26
E02001028,384.34
E02001029,0.00
E02001030,0.00
E02001031,10756.67
E02001032,0.00
E02001033,0.00
E02001034,2361.03
E02001035,351.14
E02001036,7817.49
E02001037,8232.91
E02001038,1451.36
E02001039,0.00
E02001040,8006.43
E02001041,0.00
E02001042,2969.02
E02001043,0.00
E02001044,1664.43
E02001045,10257.59
E02001046,6209.79
E02001047,0.00
E02001048,3391.31
E02001049,0.00
E02001050,9539.86
E02001051,0.00
E02001052,7042.30
E02001053,0.00
E02001055,0.00
E02001056,0.00
E02001057,0.00
E02001059,21011.53
E02001061,20074.71
E02001062,846.93
E02001063,7649.34
E02001064,10387.94
E02001065,0.00
E02001066,0.00
E02001067,0.00
E02001068,0.00
E02001069,1242.17
E02001070,1177.74
E02001071,3122.06
E02001072,1496.11
E02001073,10345.08
E02001074,1335.81
E02001075,1726.41
E02001076,923.02
E02001077,437.37
E02001078,0.00
E02001079,0.00
E02001080,5029.04
E02001081,0.00
E02001082,788.46
E02001083,0.00
E02001084,0.00
E02001085,3358.67
E02001086,0.00
E02001087,2030.58
E02001088,0.00
E02001089,10466.95
E02001090,842.14
E02001091,2839.46
E02001092,10963.09
E02001093,2943.92
E02001094,4559.45
E02001095,0.00
E02001096,0.00
E02001097,0.00
E02001098,0.00
E02001099,0.00
E02001100,0.00
E02001101,0.00
E02001102,0.00
E02001103,0.00
E02001104,339.31
E02001105,0.00
E02001106,0.00
E02001107,0.00
E02001108,0.00
E02001109,10958.44
E02001110,0.00
E02001111,0.00
E02001112,0.00
E02001113,9882.70
E02001114,8372.09
E02001115,1908.09
E02001116,875.48
E02001117,2832.31
E02001118,0.00
E02001119,850.27
E02001121,294.55
E02001123,0.00
E02001124,0.00
E02001125,33775.42
E02001126,0.00
E02001127,0.00
E02001128,1442.57
E02001129,15783.74
E02001130,0.00
E02001131,0.00
E02001132,2146.54
E02001133,0.00
E02001134,1144.92
E02001135,363.82
E02001136,0.00
E02001137,0.00
E02001138,1039.20
E02001139,0.00
E02001140,250.64
E02001141,10147.19
E02001142,0.00
E02001143,7080.64
E02001144,874.88
E02001145,0.00
E02001146,0.00
E02001147,0.00
E02001148,164.03
E02001149,8940.22
E02001150,278.05
E02001151,322.96
E02001152,1294.10
E02001153,0.00
E02001154,0.00
E02001155,11076.50
E02001156,0.00
E02001157,0.00
E02001158,16965.03
E02001159,0.00
E02001160,0.00
E02001161,394.59
E02001162,0.00
E02001163,0.00
E02001164,0.00
E02001165,0.00
E02001166,0.00
E02001167,0.00
E02001168,6351.46
E02001169,0.00
E02001170,0.00
E02001171,0.00
E02001172,866.77
E02001173,10427.43
E02001174,3745.55
E02001175,2291.15
E02001176,1740.62
E02001177,0.00
E02001178,0.00
E02001179,0.00
E02001180,3263.78
E02001181,3378.77
E02001182,5529.08
E02001183,2288.12
E02001184,8442.23
E02001185,0.00
E02001186,10959.07
E02001187,0.00
E02001188,0.00
E02001189,5946.53
E02001190,0.00
E02001191,0.00
E02001192,1446.98
E02001193,0.00
E02001194,81.24
E02001195,6264.96
E02001196,0.00
E02001197,0.00
E02001198,1456.58
E02001199,0.00
E02001200,18332.59
E02001201,0.00
E02001202,0.00
E02001203,0.00
E02001204,7611.31
E02001205,2360.49
E02001206,8599.23
E02001207,0.00
E02001208,0.00
E02001209,0.00
E02001210,302.29
E02001211,0.00
E02001212,0.00
E02001213,8302.70
E02001214,0.00
E02001215,0.00
E02001216,5594.67
E02001217,4845.87
E02001218,0.00
E02001219,0.00
E02001220,6996.33
E02001221,0.00
E02001222,710.52
E02001223,0.00
E02001224,0.00
E02001225,0.00
E02001226,0.00
E02001227,0.00
E02001228,0.00
E02001229,1051.76
E02001230,0.00
E02001231,0.00
E02001232,0.00
E02001233,0.00
E02001234,0.00
E02001235,0.00
E02001236,0.00
E02001237,0.00
E02001238,0.00
E02001239,3664.71
E02001240,0.00
E02001241,26041.35
E02001242,0.00
E02001243,8024.52
E02001244,0.00
E02001245,0.00
E02001246,0.00
E02001247,0.00
E02001248,0.00
E02001249,9236.43
E02001250,0.00
E02001251,0.00
E02001252,0.00
E02001253,7415.82
E02001254,0.00
E02001255,8731.73
E02001256,18156.47
E02001257,0.00
E02001258,0.00
E02001259,0.00
E02001260,10060.01
E02001261,18266.48
E02001262,0.00
E02001263,1956.93
E02001264,0.00
E02001265,0.00
E02001266,0.00
E02001267,5353.29
E02001268,0.00
E02001269,0.00
E02001270,0.00
E02001271,0.00
E02001272,0.00
E02001273,14634.18
E02001274,0.00
E02001275,0.00
E02001276,0.00
E02001277,7215.17
E02001278,0.00
E02001279,0.00
E02001280,0.00
E02001281,0.00
E02001282,11161.95
E02001283,4556.69
E02001284,0.00
E02001285,1212.54
E02001286,0.00
E02001287,1561.60
E02001288,670.49
E02001289,0.00
E02001290,445.95
E02001291,0.00
E02001292,8821.30
E02001293,0.00
E02001294,0.00
E02001295,1485.96
E02001296,4373.93
E02001297,0.00
E02001298,7251.96
E02001299,5908.37
E02001300,1638.36
E02001301,12117.59
E02001302,0.00
E02001303,0.00
E02001304,517.40
E02001305,1668.53
E02001306,0.00
E02001307,9035.20
E02001308,1746.65
E02001309,3793.34
E02001310,547.43
E02001311,2048.08
E02001312,0.00
E02001313,12705.62
E02001314,0.00
E02001315,391.00
E02001316,23555.49
E02001317,1264.66
E02001318,1035.57
E02001319,0.00
E02001320,0.00
E02001321,0.00
E02001322,1547.27
E02001323,5243.21
E02001324,9349.34
E02001325,0.00
E02001326,134.25
E02001327,0.00
E02001328,0.00
E02001329,0.00
E02001330,0.00
E02001331,0.00
E02001332,0.00
E02001333,15937.84
E02001334,2130.08
E02001335,0.00
E02001336,0.00
E02001337,0.00
E02001338,0.00
E02001339,360.08
E02001340,0.00
E02001341,10568.93
E02001342,0.00
E02001343,1978.32
E02001344,0.00
E02001345,0.00
E02001346,0.00
E02001347,1317.41
E02001348,0.00
E02001349,0.00
E02001350,0.00
E02001351,618.51
E02001352,10954.88
E02001353,0.00
E02001354,9869.23
E02001355,0.00
E02001356,0.00
E02001357,0.00
E02001358,1574.03
E02001359,0.00
E02001360,1494.89
E02001361,0.00
E02001362,0.00
E02001363,5669.69
E02001364,0.00
E02001365,0.00
E02001366,0.00
E02001367,0.00
E02001368,5198.27
E02001369,0.00
E02001370,5070.63
E02001371,0.00
E02001372,8978.39
E02001373,9798.93
E02001374,2299.77
E02001375,0.00
E02001376,0.00
E02001377,2217.02
E02001378,0.00
E02001380,0.00
E02001381,0.00
E02001382,0.00
E02001383,0.00
E02001384,9038.53
E02001385,0.00
E02001386,8226.13
E02001387,0.00
E02001388,0.00
E02001389,0.00
E02001390,12087.24
E02001391,0.00
E02001392,1529.72
E02001393,0.00
E02001394,0.00
E02001395,7594.23
E02001396,2385.58
E02001397,7804.62
E02001398,1071.87
E02001399,0.00
E02001400,0.00
E02001401,8562.87
E02001402,2788.59
E02001403,0.00
E02001404,0.00
E02001405,7288.84
E02001406,0.00
E02001407,0.00
E02001408,0.00
E02001409,0.00
E02001410,6686.28
E02001411,1367.67
E02001412,0.00
E02001413,2421.18
E02001414,0.00
E02001415,0.00
E02001416,0.00
E02001417,16675.24
E02001418,3163.93
E02001419,6195.02
E02001420,1580.28
E02001421,0.00
E02001422,0.00
E02001423,0.00
E02001424,15337.29
E02001425,1643.81
E02001426,773.65
E02001427,0.00
E02001428,0.00
E02001429,0.00
E02001430,262.47
E02001431,0.00
E02001432,9170.63
E02001433,0.00
E02001434,1693.64
E02001435,1509.29
E02001436,10656.32
E02001437,2201.20
E02001438,0.00
E02001439,0.00
E02001440,0.00
E02001441,0.00
E02001442,0.00
E02001443,0.00
E02001444,9421.93
E02001445,0.00
E02001446,512.83
E02001447,0.00
E02001448,2336.53
E02001449,10637.84
E02001450,12.16
E02001451,0.00
E02001452,0.00
E02001453,2229.75
E02001454,0.00
E02001455,103.22
E02001456,699.36
E02001457,1380.80
E02001458,1802.85
E02001459,0.00
E02001460,0.00
E02001461,0.00
E02001462,8994.99
E02001463,0.00
E02001464,1907.11
E02001465,7233.90
E02001466,0.00
E02001467,5916.60
E02001468,0.00
E02001469,0.00
E02001470,7501.95
E02001471,0.00
E02001472,0.00
E02001473,0.00
E02001474,0.00
E02001475,0.00
E02001476,0.00
E02001477,9443.60
E02001478,660.13
E02001479,0.00
E02001480,489.54
E02001481,0.00
E02001482,0.00
E02001483,0.00
E02001484,0.00
E02001485,0.00
E02001486,0.00
E02001487,0.00
E02001488,2429.41
E02001489,0.00
E02001490,2632.27
E02001491,6019.88
E02001492,4591.22
E02001493,0.00
E02001494,343.78
E02001495,0.00
E02001496,0.00
E02001497,1612.63
E02001498,0.00
E02001499,0.00
E02001500,0.00
E02001501,0.00
E02001502,2044.68
E02001503,5354.51
E02001504,0.00
E02001505,9835.31
E02001506,717.91
E02001507,0.00
E02001508,0.00
E02001509,4348.36
E02001510,324.79
E02001511,859.71
E02001512,3784.86
E02001513,208.54
E02001514,1370.80
E02001515,2570.56
E02001516,1985.81
E02001517,7921.62
E02001518,8970.95
E02001519,0.00
E02001520,2295.82
E02001521,9870.32
E02001522,0.00
E02001523,11599.92
E02001524,858.22
E02001525,0.00
E02001526,0.00
E02001527,1199.53
E02001528,421.57
E02001529,1123.63
E02001530,2569.02
E02001531,2917.69
E02001532,3836.90
E02001533,656.44
E02001534,0.00
E02001535,0.00
E02001536,2192.52
E02001537,0.00
E02001538,2997.76
E02001539,0.00
E02001540,1088.27
