MSOA,Name,index-of-transport-accessibility,ulev,estimated-parking-capacity,evhs,chargepoints,distribution-centres,supermarket,warehouse,brownfield
E02002380,"Bramley Park North",365,293.0,53.98,7.886,0,0.00,0.00,0.00,3.23
E02002381,"Rodley & Stanningley Park",357,293.0,380.79,15.741,1,0.00,0.00,0.00,1.93
E02002382,"Harehills South",490,653.0,503.98,11.007,1,0.00,4174.88,0.00,0.45
E02002383,"Hyde Park",500,123.0,87.92,11.593,0,0.00,0.00,0.00,0
E02002384,"Woodhouse & Little London",583,9398.0,4734.48,39.425,4,0.00,567.50,11110.59,12.42
E02002385,"Burley",495,9064.0,2436.69,11.289,2,0.00,1424.78,0.00,1.04
E02002386,"Cross Gates East & Manston",536,399.0,2025.14,39.120,0,0.00,263.80,8886.15,31.77
E02002387,"Bramley Park South",449,109.0,704.36,16.076,0,0.00,1479.29,387.77,4.22
E02002388,"Bramley East",437,10535.0,150.47,9.938,0,0.00,0.00,0.00,1.42
E02002389,"Gipton South & Killingbeck Park",470,778.0,81.21,5.491,1,0.00,2465.28,0.00,2.88
E02002390,"Cross Gates West & Killingbeck",499,691.0,1727.39,22.292,2,0.00,9585.04,0.00,11.97
E02002391,"Farsley South",401,293.0,3103.17,28.021,2,0.00,9828.46,0.00,1.63
E02002392,"University & Little Woodhouse",615,9069.0,1936.15,1.054,8,0.00,0.00,0.00,3.99
E02002393,"Lincoln Green & St James",544,792.0,4048.48,50.443,1,0.00,2789.28,3883.66,3.61
E02002394,"Burmantofts",516,9323.0,923.59,5.478,1,0.00,1137.16,0.00,11.37
E02002395,"New Pudsey",446,261.0,2304.65,13.062,0,0.00,0.00,0.00,2.15
E02002396,"Bramley South & Upper Armley",500,1982.0,765.31,12.719,0,0.00,5446.92,0.00,4.09
E02002397,"Pudsey North East",465,293.0,196.40,14.734,0,0.00,680.99,0.00,3.53
E02002398,"Temple Newsam & Graveleythorpe",556,691.0,2576.51,30.237,0,0.00,2086.81,45521.21,0.24
E02002399,"Osmondthorpe & Neville Hill",574,588.0,1029.40,4.256,0,2767.70,0.00,19814.69,18.45
E02002400,"Armley & New Wortley",625,19395.0,4928.36,18.490,2,0.00,2377.29,0.00,19.58
E02002401,"Halton Moor",530,566.0,3186.13,14.897,7,17.20,0.00,92770.49,3.26
E02002402,"Colton",612,146.0,5686.47,27.595,5,0.00,6666.45,0.00,0
E02002403,"Garforth West",542,253.0,2134.25,32.311,7,0.00,13962.23,0.00,1.11
E02002404,"East End Park & Richmond Hill",658,420.0,873.89,8.145,0,0.00,0.00,0.00,13.55
E02002405,"Pudsey South West",369,362.0,259.23,21.561,3,0.00,0.00,0.00,1.34
E02002406,"Garforth East",538,253.0,628.16,25.492,0,0.00,0.00,0.00,7.99
E02002407,"Farnley East",611,1982.0,532.98,14.859,0,0.00,1561.33,0.00,0
E02002408,"Pudsey South East",455,207.0,547.04,46.303,1,0.00,0.00,0.00,1.95
E02002409,"Farnley West & Gamble Hill",590,2164.0,21.12,7.343,0,0.00,272.41,0.00,11.26
E02002410,"Wortley",658,1896.0,1383.39,9.910,1,0.00,1698.40,4776.92,3.26
E02002411,"Holbeck",738,10916.0,2541.67,5.282,1,0.00,978.84,4409.61,28.06
E02002412,"New Farnley & Lower Wortley",731,2078.0,740.45,11.238,1,0.00,4.39,0.00,9.04
E02002414,"Beeston Hill & Hunslet Moor",675,285.0,1064.87,4.464,2,0.00,2293.15,0.00,3.68
E02002415,"Cross Flats Park & Garnets",690,117.0,197.52,1.397,0,0.00,559.49,0.00,0.37
E02002416,"Garforth South",564,569.0,3002.53,60.549,1,748.96,0.00,747.49,2.11
E02002417,"Kippax East",539,427.0,683.69,31.058,0,0.00,0.00,0.00,127.64
E02002418,"Kippax West",472,253.0,462.80,27.928,0,0.00,2410.19,0.00,1.18
E02002419,"Beeston West & Cottingley",730,11098.0,5168.42,3.935,10,0.00,5542.10,0.00,4.89
E02002420,"Beeston East",677,117.0,625.94,1.986,0,0.00,430.64,0.00,2.81
E02002421,"Belle Isle North",706,168.0,182.96,12.478,0,0.00,0.00,0.00,0
E02002422,"Churwell",593,299.0,5522.14,18.608,7,0.00,9389.23,0.00,0
E02002423,"Belle Isle South",627,168.0,2763.77,6.125,17,0.00,0.00,0.00,0
E02002424,"Morley North & Gildersome East",823,182.0,101.27,23.472,0,77722.36,0.00,0.00,0.28
E02002425,"Drighlington & Gildersome West",815,436.0,305.77,32.986,0,19275.56,701.86,0.00,8.94
E02002426,"Woodlesford & Oulton",646,170.0,776.58,30.264,2,0.00,1478.66,0.00,5.71
E02002427,"Rothwell Inner",629,170.0,880.14,26.886,6,0.00,8426.20,0.00,0
E02002428,"Middleton Town Street",555,455.0,2075.98,7.570,3,0.00,8296.44,0.00,2.48
E02002429,"Rothwell Outer",588,503.0,882.88,29.737,0,0.00,621.06,0.00,2.17
E02002430,"Middleton Park Avenue",633,467.0,324.64,7.740,0,0.00,0.00,0.00,5.91
E02002431,"Morley East",700,347.0,1334.34,26.348,2,0.00,0.00,0.00,8.95
E02002432,"Methley",553,597.0,464.51,22.929,0,0.00,0.00,0.00,4.19
E02002433,"Morley Central",684,600.0,1270.66,48.223,7,0.00,5324.36,0.00,3.22
E02002434,"Robin Hood",778,333.0,353.50,28.588,0,0.00,0.00,0.00,9.57
E02002435,"Morley Bruntcliffe & Woodkirk",691,581.0,1450.19,28.020,3,0.00,10513.20,3537.78,0.57
E02002436,"Tingley East & East Ardsley",722,165.0,623.03,28.706,0,0.00,221.78,0.00,2.41
E02002437,"Tingley West & West Ardsley",762,479.0,95.13,21.965,0,0.00,0.00,0.00,17.92
E02006852,"Far Headingley & Weetwood",355,510.0,2295.82,55.270,5,0.00,2611.05,0.00,17.17
E02006861,"Hyde Park Corner & Woodhouse Cliff",487,234.0,346.68,17.373,0,0.00,0.00,0.00,5.08
E02006875,"Leeds City Centre",629,20211.0,15381.81,6.910,43,0.00,1236.40,0.00,37.2
E02006876,"Leeds Dock",695,9661.0,9755.48,20.465,4,9188.67,8775.56,26117.93,16.76
