shortID,latitude,longitude,Slow,Fast,Rapid
087b347e,51.44432,-0.17538,1,,
087b5220,53.76711,-1.51878,,2,
08866b4d,51.56289,-0.00948,1,,
088efe7d,52.40456,-1.84346,,1,
08913a2e,51.75656,-0.33435,1,1,
08917f02,52.96375,-1.07679,,2,
08931d76,55.08623,-1.65167,,1,
08978b32,52.24661,0.16549,,2,
0899d016,51.82237,-0.82645,,,3
089ca8cd,53.26852,-2.80277,,,2
089cca12,51.51499,-0.21671,1,,
089ccffb,51.47962,0.06940,1,1,
089f0d15,54.97637,-1.81634,,2,
089f4181,51.49711,-0.11540,,,3
08a9ac63,51.52472,-0.18571,1,,
08aa3184,53.30076,-1.12212,,2,
08aaceed,51.45188,-0.97244,,3,
08b15e0d,51.69435,-4.93461,,2,
08b25aa9,52.63952,-2.28846,,2,
08b304df,51.53923,-0.11868,1,1,
08b4e13c,51.00473,-0.10514,,1,
08b7dc6e,54.42363,-6.44659,,2,
08bcc98f,51.51528,-0.15986,1,,
08bedd45,55.95451,-4.02169,,2,
08c3af3c,51.45572,-0.10687,1,,
08c6374e,51.53254,-0.18973,1,,
08ce61fc,53.75775,-1.57529,,2,
08cf94e3,51.45787,-0.21769,1,,
08d39bec,55.45789,-4.62369,,1,
08da7ade,50.82792,-0.16976,,2,
08ea782d,56.08164,-3.39411,,1,
08eabf99,54.54846,-1.57395,,2,
08f4adf6,54.00342,-0.43863,,2,
08f74d4f,54.89254,-1.40584,,1,
08f7831f,51.63466,-3.10631,,2,
09058854,52.13373,-0.46580,,,2
09060616,54.85224,-5.81613,,2,
0906aa67,51.46937,-0.17498,1,,
090793f7,54.92150,-1.46777,,2,
090b8bcd,51.52831,-0.20038,1,,
090f5b3b,52.23540,0.13507,,2,
09102018,51.41970,-0.31980,1,,
0912d0f1,54.53990,-6.70000,,1,
0915b3f2,51.49755,-0.22969,1,,
0918fb76,51.54419,-0.00579,,2,
0919d367,50.83338,-0.20572,1,,
091aa149,51.47633,-0.21296,1,,
09207cb5,56.22997,-3.90166,,,3
0928a2ac,51.49829,-0.21921,1,,
0928acaf,51.48312,-0.00316,1,1,
092a4250,51.59629,-0.13368,1,,
09362833,51.57988,-0.00935,1,,
0938c389,51.58115,-0.02744,,2,
093ad23f,54.24424,-0.77386,,1,
093bb1ee,51.48941,-0.16026,1,,
093fcb36,53.30084,-1.12213,,2,
094286d2,51.39903,-0.24969,1,1,
0942bb2c,51.46568,-0.24865,1,1,
0942c6ad,52.02692,-0.67549,,2,
09476d7c,51.48594,-0.11905,,,3
094e3527,51.14367,0.31252,,2,
094f45cd,53.98679,-1.04724,,2,
09502211,51.59239,-3.18374,,2,
09566485,51.51181,-0.10016,1,1,
0958560b,55.51118,-1.70580,,1,
096448a9,54.98744,-1.63593,,1,
096d7547,51.72091,0.52594,1,1,
09706e3d,51.49396,-0.17177,,1,
09708760,51.49191,-0.21227,1,,
09710599,53.51418,-1.10285,2,,
0971892e,54.58359,-1.56337,,1,1
09727459,51.52629,-2.59919,,2,
09729b35,53.00639,-2.26753,,2,
0977d570,53.72950,-0.37452,,1,2
0978a94d,51.45146,-0.07243,1,,
098b1aea,51.65636,-0.20339,,2,
098b32a4,51.87159,0.19490,,,3
098b8b9f,52.22010,-0.06722,,1,2
098de853,51.90150,0.89900,,2,
098f04a7,51.55739,-0.04318,1,1,
0993aead,51.56031,-0.17941,1,1,
0994c8d1,51.44681,-0.06674,1,,
0996138d,53.20082,-0.61570,2,,
0996dd16,54.45155,-6.39350,,2,
09978cf3,51.61037,-0.05363,1,,
099b94a3,52.19030,-2.50910,,2,
09a216c5,51.46687,0.05449,1,1,
09a263c7,51.41850,-0.40863,,4,
09a900b2,52.06279,-0.81612,,2,
09aa2239,52.40520,-1.48085,1,,
09ad6b97,51.60770,-0.21047,,2,
09ad8f6b,51.58316,0.02648,1,,
09ae8cc2,51.58574,0.03193,1,,
09b12264,51.48460,-0.17908,1,,
09b45ae4,55.82738,-4.06063,,2,
09b49d09,51.58986,-0.14401,1,1,
09b5aa6a,51.55757,0.01079,1,,
09bc21d6,53.63413,-1.79399,,1,3
09bda6ff,52.44659,-1.51132,1,,
09c01677,51.09172,1.12024,,,3
09c1279b,54.96668,-1.59466,,1,
09c3da97,53.14251,-1.55205,,2,
09c78e5e,54.97310,-1.66114,1,,
09c801fd,54.74857,-2.00703,,2,
09cbc3f8,51.46548,-0.15169,1,,
09cbfd9f,52.07886,-1.94119,,,3
09cfb5b2,51.35690,-1.14430,,2,
09d352f9,51.56901,-3.02172,,2,
09d5b633,51.51818,-0.19206,1,,
09d89e7a,54.30452,-2.19260,,2,
09dcf75d,51.48505,-0.17492,1,,
09e5dbdf,51.46857,-0.15990,1,,
09e82a0d,51.47060,-0.08960,1,,
09ea8690,54.57890,-1.22945,1,1,
09edb40e,53.47974,-2.23410,,2,
09edf2c6,55.03167,-1.58062,1,1,
09ef663e,51.40959,-0.02340,1,1,
09f22a2d,51.43584,-0.15534,1,,
09f333bf,52.08003,-0.74676,,1,2
09f56012,51.53836,-0.13088,1,1,
09f645c9,51.54081,-0.19177,1,1,
09fc02c4,52.05964,-2.72681,,2,
09fdfb7c,51.49294,-0.16986,1,,
0a00ebb6,52.92540,1.28632,,2,
0a0254d3,51.49121,-0.25724,1,,
0a06eb93,56.49488,-2.94680,,2,
0a082673,53.56817,-2.88462,,2,
0a0def49,53.37093,-2.72299,,1,
0a0e4e7c,51.68978,-0.41735,,2,
0a117f2c,53.48629,-2.32017,,2,
0a118184,54.48201,-6.35425,,2,
0a13af40,54.96683,-1.49814,,2,
0a1806d7,51.51982,-0.21515,1,,
0a20e6ab,52.19352,-1.70206,2,,
0a263c34,51.48282,-0.45403,2,,
0a28afec,53.87309,-2.38792,,2,
0a2a014b,51.45101,-0.23797,1,1,
0a2d6819,52.26923,-0.00955,,,2
0a2f3e7f,51.47071,-0.07901,1,,
0a32bfcf,51.46658,-3.27457,,2,
0a334f86,51.45726,-0.22030,1,1,
0a33c05c,51.45427,-0.30701,1,,
0a360056,52.95520,-1.13644,,2,
0a36bfa6,51.50549,-2.48665,,2,
0a3b7884,52.03507,-0.76821,,,3
0a3cb8d6,51.45254,0.27522,,4,
0a4050ad,51.45809,-0.07120,1,,
0a43798a,51.50199,-0.21744,1,1,
0a479004,51.70311,-0.03658,,2,
0a48226f,56.32326,-3.01642,,2,
0a483f73,50.34028,-4.75801,,,3
0a49b0b6,53.40870,-2.99798,,2,
0a4a4179,51.59511,-3.06671,,2,
0a4a525a,50.61011,-2.45664,,,3
0a4cdf3c,51.50891,-0.07893,1,1,
0a4f2189,58.47690,-4.41780,,,3
0a521f4b,51.57850,-0.06414,1,,
0a539951,51.52729,0.07714,,2,
0a54b19a,52.04499,-0.75414,,2,
0a558d45,55.45774,-4.62732,1,1,
0a5a1e19,51.52210,-0.18110,1,,
0a5ebbfe,53.51570,-1.10280,2,,
0a5f5a8a,54.97847,-1.44829,,,2
0a64dcdc,54.64692,-3.55074,,,3
0a681dc1,51.48310,-3.17577,1,1,
0a68ae40,50.82666,-0.14537,1,,
0a68cf92,51.49728,-0.16680,1,,
0a68dd43,50.83601,-0.19155,1,,
0a69abb2,52.41774,-1.54473,,,3
0a6b0cac,52.29119,-0.25607,,,2
0a7c89bd,50.36771,-4.78306,,2,
0a7dbcd6,53.82075,-2.40655,,,2
0a7e580d,53.79774,-1.67364,,2,
0a7f590e,51.36037,1.39663,,1,2
0a859922,51.46752,-0.22571,1,,
0a86051f,51.46500,-0.27241,1,,
0a862b7f,53.27369,-3.30547,,,3
0a894996,51.41059,-2.38793,,2,
0a8a35ee,51.47942,-0.42572,,,2
0a8ddaad,51.49590,-0.19122,,1,
0a921a53,56.77393,-3.85450,,2,
0a978a0c,51.51487,-0.20808,1,,
0a998449,52.48062,-1.87825,,1,
0a9fdbb1,54.84465,-6.27361,,2,
0aa02c5c,51.41883,-0.29998,1,,
0aa15111,51.50015,-0.32260,1,,
0aa5a372,52.53786,-0.99752,,2,
0aa95e6c,51.49358,0.11979,,2,
0ab5970e,50.37694,-4.13103,,2,
0abecc7b,51.46282,-2.62373,1,1,
0ac6bcae,55.97733,-3.24495,,2,
0ac81a22,51.47813,-0.21104,1,1,
0ace141f,54.94033,-1.62007,,1,
0ad01ef0,51.46047,-0.08934,1,,
0ad107d9,50.85245,-0.15725,,1,
0ad52f68,54.74354,-2.00316,,2,
0ad54d5a,51.48547,-0.27719,1,,
0ad68c3c,51.50564,-0.22164,1,,
0ad8022a,57.14949,-2.09855,,2,
0adb29a8,51.31618,-0.13786,,2,
0adbd5d3,52.64315,-1.68101,,1,
0ae7484a,51.47740,-0.08257,1,,
0ae85a7b,54.97677,-1.44677,,2,
0ae9e6eb,54.89421,-1.36523,,2,
0aeb773c,52.69413,1.33739,,,2
0aec4a9b,51.06084,-1.31161,,2,
0af19bf3,51.53749,-0.15377,1,,
0af1e714,51.17598,-1.76638,,2,
0af8c203,54.54250,-1.29097,,2,
0afa9af0,51.52259,-0.21932,1,,
0afcfa41,51.55934,-0.14712,1,,
0afefa22,55.61720,-4.66660,,1,
0aff028f,54.92276,-1.47100,,2,
0b0272a3,55.07011,-3.60658,,1,
0b042019,52.63009,1.36800,,,2
0b042c08,51.47220,-0.28754,1,,
0b09ad16,54.52682,-1.55161,,1,
0b0b87af,51.53991,-0.10234,,,3
0b0e7239,51.44093,-0.42426,1,,
0b10574b,55.78013,-4.04757,,2,
0b127ea6,53.77830,-1.47994,,2,
0b153b73,52.06461,-0.79158,,,3
0b18999c,51.49690,-0.12871,1,,
0b1dd23f,51.73867,0.46631,,2,
0b257f25,51.50887,-0.15445,1,1,
0b26f605,52.21495,0.08365,,2,
0b272346,51.62272,-0.72862,,1,2
0b290c51,51.65388,-1.58565,,2,
0b29852b,52.01194,-0.72557,,2,
0b2b8c09,51.01254,-1.46516,,2,
0b2be7d4,52.04764,-0.69918,,,3
0b30b386,52.40977,-1.54520,1,,
0b30c237,51.53543,-0.39423,,,3
0b35741e,51.43412,-0.52564,,1,
0b3a86a5,51.56002,-0.19402,1,,
0b41d2a5,50.36744,-4.15640,,4,
0b4705d1,51.43853,-0.09882,1,,
0b52084f,52.57620,-1.16515,,2,
0b52c744,52.45784,-2.14115,,2,
0b544d87,51.51056,-0.59016,,2,
0b570552,54.05404,-2.79418,,2,
0b5a37bc,51.85631,-0.39816,,2,
0b5e3444,51.47609,-0.07551,1,,
0b5e49a0,51.51096,-0.20699,1,,
0b65dbb1,51.26293,-1.08583,,6,
0b66829f,51.39172,-0.22296,1,1,
0b68e5c5,51.46985,-0.21063,,2,
0b6aa751,51.56886,-0.00207,1,,
0b755077,51.44891,-0.20505,1,,
0b78ca7d,51.62195,0.00728,1,,
0b7c27c2,52.59913,-1.07959,,1,2
0b7c7c5f,54.99452,-1.41876,,2,
0b7fd9d2,52.57739,-1.88360,2,,
0b8037a0,54.34866,-1.43839,,1,
0b81b173,50.37786,-4.14158,,2,
0b81e936,52.30000,-0.62530,,2,
0b85257d,55.87606,-4.88837,,2,
0b8d18d8,50.88673,-1.04025,,,2
0b90706d,55.80968,-4.34782,,2,
0b9092db,51.46318,-0.21238,1,,
0b912907,53.75934,-2.71851,,1,
0b946a2d,52.41167,-1.48236,,,3
0b9ad296,51.42300,-2.49267,,2,
0b9d180c,51.07669,-4.04971,,,2
0b9ec132,51.42899,-0.34159,1,,
0babfe89,51.51561,-0.12080,1,,
0bad6322,53.22238,-1.44155,,2,
0bb60790,53.34205,-2.73668,,1,
0bb65b43,51.43140,-0.07567,1,,
0bb91c9a,51.47288,-0.13222,1,,
0bbbb570,51.48828,-0.39607,,,2
0bc22e1c,53.71958,-2.64414,,1,
0bc717f9,51.48319,-0.38824,1,,
0bca3274,57.41112,-6.19434,,,3
0bcfd211,51.38099,-0.21935,1,1,
0bd01246,51.75300,-0.24267,,2,
0bd09811,52.82206,-1.30797,,,2
0bd0bcda,53.39733,-2.96963,1,,
0bd1cce5,52.01597,-0.79483,,,3
0bd1de48,54.07036,-2.77225,,,2
0bd2703b,52.14164,-0.70869,,2,
0bdf6e5d,52.24522,0.15034,,2,
0be57268,55.86010,-4.26080,,2,
0be652fb,51.54026,-0.09955,1,1,
0be77dd1,51.51648,-0.14461,,,2
0be7a091,51.61626,-0.13254,,2,
0becfc88,52.53032,-2.02882,1,1,
0bee2582,54.56650,-1.29953,,1,
0bef944a,51.80234,1.15833,,2,
0befcb68,53.47974,-2.23410,,2,
0bf1714d,50.97202,-1.35313,1,,
0bf5b38d,51.48774,-0.18150,1,,
0bf79a3b,51.49588,-0.20191,1,,
0bfb1562,50.71130,-1.14548,,2,
0bfc3328,51.50408,-0.21259,1,,
0c010db3,50.51707,-4.85611,,2,
0c0347c1,51.27528,0.53016,,2,
0c04c03a,52.70557,-1.77999,,2,
0c0b3272,50.82104,-0.12971,1,,
0c0deec8,53.51409,-1.10268,2,,
0c12c87b,51.64991,-2.99665,,2,
0c180d1d,51.10534,-0.86786,,1,2
0c186ef3,51.48947,-0.26085,1,,
0c1974b5,51.47383,-0.16458,1,,
0c1d51f3,51.00584,-0.90923,,2,
0c25764d,50.37503,-4.16086,,2,
0c257c17,51.47204,-0.11677,1,,
0c2925dc,55.67299,-3.77751,,1,
0c30a631,51.89740,-2.17376,,2,
0c333af5,51.55916,-0.14346,1,,
0c333eba,51.46287,-0.15729,1,,
0c3af7dc,51.58180,-0.22706,,,2
0c3b9c2c,51.52220,-0.11919,1,,
0c3cfb4f,51.52577,-0.19567,1,,
0c3f8e89,56.01795,-3.60341,,2,
0c486c8e,51.54225,-0.49046,,2,
0c49e4b0,51.51274,-0.01428,,2,
0c4eda39,51.54561,-0.06247,1,1,
0c52fe90,56.04198,-3.36707,,2,
0c54b334,53.23748,-1.42978,,2,
0c561487,53.40962,-2.16537,,1,
0c57998b,52.47627,-1.89175,,2,
0c580e16,55.77766,-2.34783,,1,
0c59cdc2,54.86926,-1.85928,,6,
0c5bbcff,51.54640,-0.13727,1,,
0c6341f7,51.43066,-0.34872,1,,
0c641035,51.10352,-4.16468,,2,
0c699e07,53.45884,-2.28754,,1,
0c6c89f4,51.54721,-0.13912,1,,
0c6c9dde,52.14356,-0.45866,,1,
0c6e651b,52.92595,-1.48054,,2,
0c71efa3,51.57100,-0.04336,,1,
0c754e0f,50.82634,-0.17699,1,,
0c75eca4,51.40890,-0.22456,1,,
0c78695a,54.88790,-1.70350,,2,
0c786cf3,51.47645,-0.22163,1,1,
0c7ad0db,51.53055,-0.18116,1,,
0c7b1090,51.48131,-0.46155,,1,
0c7bb441,51.52132,0.06588,2,,
0c7c5510,52.20975,-0.94367,,,2
0c7d0722,51.53433,-0.17075,1,,
0c7e89a2,55.07072,-3.60839,,1,
0c7f6525,51.49791,-0.13635,2,,
0c7fdc4c,53.48572,-2.32012,,1,
0c7ffd2c,51.44436,-0.35226,1,,
0c80b52a,51.55374,-0.00073,1,,
0c83112a,51.46983,-0.24568,1,,
0c86d0c9,51.65478,0.60432,,2,
0c897d83,50.85045,-2.15923,,2,
0c8a5b5d,51.53918,-0.24824,1,,
0c93358a,51.52278,-0.09446,,,3
0c96dd40,51.52435,-0.19071,1,,
0c9ba160,52.91109,-1.45062,,2,
0c9c19b5,51.52782,-0.20942,1,,
0c9de0eb,54.57570,-1.30856,,2,
0ca58db3,51.48586,-0.23526,1,1,
0ca65971,53.04751,-2.99258,,1,2
0ca6edd0,52.42310,-1.43647,2,,
0ca72f0a,54.97096,-1.61074,,1,
0ca7431c,52.67363,-0.51734,,2,
0cab4630,52.45281,-1.47395,1,,
0cacf7d2,51.42821,-0.18853,1,,
0cb14488,51.52751,0.09557,1,1,
0cbb3b49,52.00250,-4.99217,,2,
0cbc189c,51.83128,-0.85949,2,,
0cbe5209,51.59244,-0.28636,,,3
0cbe8393,53.73616,-2.72918,,,2
0cc011df,51.65478,0.60432,,2,
0cc36676,51.50095,-0.08311,1,,
0cd1d8f5,55.18518,-1.58270,,2,
0cd40d0d,51.48985,0.02726,,2,
0cd7e850,52.99971,-1.17433,,2,
0cdc2a75,51.42032,-0.16031,1,,
0ce16f5b,53.02270,-2.17591,,2,
0ce2ff0c,50.83983,-1.78237,,2,
0ce3593d,51.76478,-0.21549,,1,
0ce3c706,53.72816,-2.66608,,1,
0ce61067,51.55765,-0.19407,1,,
0ce6d06f,51.45960,-0.95476,,2,
0ce89c03,50.82939,-0.14571,1,,
0ce943d7,53.46725,-2.28272,,1,
0cea79de,57.64854,-3.31194,,2,
0ceb7c1f,51.56716,-0.00649,1,,
0cebd2e1,51.50689,-0.03967,1,,
0ced77bc,51.39211,0.49148,,,3
0ceebb9d,52.38683,-1.55420,,,3
0ceffc87,51.58537,-0.01210,1,,
0cfca750,53.80236,-1.54364,,1,
0cfdb7fa,51.85872,-2.25216,,2,
0d046590,50.76980,0.28470,,1,
0d073c20,51.48586,-0.23526,1,1,
0d076d03,51.44975,-0.17075,1,1,
0d0c7e3f,56.45887,-2.97657,,2,
0d124848,51.50720,-0.02671,,,1
0d13af5a,52.90171,-1.42469,,1,2
0d14e3ef,54.97716,-1.61569,,1,
0d177795,56.83373,-2.46434,,,3
0d1a79a7,53.74128,-2.01885,,2,
0d1a85e9,51.47194,-0.08047,1,,
0d1acb18,51.47296,-0.07984,1,,
0d1afd58,51.58938,-0.02217,1,,
0d1d6e7b,52.02070,-0.75464,,2,
0d2079fe,57.54637,-2.96483,,,2
0d25c734,51.53605,-0.12566,,1,
0d268c63,51.57976,-0.02327,1,,
0d2bb68b,56.47242,-2.97150,,2,
0d2cea9b,51.48775,-0.09065,1,,
0d2d722e,51.90557,-2.08700,,,2
0d30c935,51.48215,-0.32669,1,,
0d3328b4,51.54053,-0.20349,1,1,
0d338279,52.28646,-1.61159,,2,
0d399929,52.45878,-1.94953,,2,
0d3a7c97,51.53064,-0.21517,1,,
0d3d81a9,51.45962,-0.21776,2,,
0d43803f,51.51757,-0.09489,1,1,
0d44cb64,53.37322,-3.07843,,1,
0d4546ec,51.54715,-0.15447,1,,
0d45af32,51.53730,-0.05722,,2,
0d470c25,52.76326,-1.24035,,1,
0d4cf1ad,51.52999,-0.00993,,1,
0d52122a,51.54480,-0.17253,1,,
0d57b98f,51.49151,-0.17807,1,,
0d57f9ae,51.55629,-0.22110,1,,
0d5af169,51.46770,-0.29712,1,,
0d5ed7d7,51.16048,-0.17776,,2,
0d653c69,52.94101,1.21153,,2,
0d672895,53.39370,-2.60186,,2,
0d69c6da,51.51650,-0.15880,1,,
0d6a6521,51.62385,0.00505,1,,
0d6a725d,51.41923,-0.14708,1,1,
0d7423c8,51.52820,-0.31325,1,,
0d74586b,51.58475,-0.49772,,2,
0d749934,51.45357,-0.23641,,2,
0d74f2c6,51.87377,0.15864,,2,
0d76ee42,51.51856,-0.21251,1,,
0d797e86,51.49652,-0.16321,1,1,
0d7f4e3b,51.47173,-0.25117,1,,
0d822563,52.75704,0.40939,,2,
0d83bd4e,51.60571,-0.06735,,2,
0d840bb9,52.08502,0.43490,,2,
0d850607,51.87223,0.36281,,2,
0d86fbdd,51.40175,-0.23907,,,2
0d878f9b,51.58862,-0.10164,1,1,
0d884ce6,55.85865,-4.36459,,2,
0d894381,51.47734,-0.02292,1,1,
0d8a6ed5,51.52710,-0.19511,1,,
0d8b6d40,52.47161,-1.49329,,,2
0d90640a,52.40597,-1.48330,,,3
0d90a3de,51.87390,-0.39139,1,1,
0d98a513,51.41930,-0.05491,1,1,
0d9c19e5,51.39153,-0.11122,,2,
0da30e0e,51.43044,-0.01485,,,2
0da9befe,50.55721,-4.73244,,2,
0daa08c6,51.40140,-2.33529,,,2
0daa9594,51.47247,-0.24711,1,1,
0dacca17,51.52771,-0.18261,1,1,
0dacda6e,51.52922,-0.29208,,,2
0dad24dc,51.50835,-0.22197,1,1,
0db0c239,51.51839,-0.15286,1,,
0db1815e,50.98630,-2.36320,,1,
0db1bf9a,51.49598,-0.13727,1,1,
0db8b232,51.47776,-0.18932,1,1,
0db92c07,51.55154,-0.19520,1,,
0dbacdd0,52.41288,-1.46879,1,,
0dbe26fd,51.48057,-0.12037,1,,
0dc25977,53.48096,-2.22885,,1,
0dc29e34,52.95870,-1.23820,,,2
0dc4ae14,56.06617,-3.71733,,2,
0dc8732a,54.97533,-1.45131,,1,
0dcd298d,54.92098,-1.47154,,1,
0dcd407f,52.87645,-1.50338,,,2
0dd0d0b6,52.92270,-1.47422,2,,
0dd1bc59,51.70537,-0.02560,2,,
0dd47af7,57.08108,-4.05424,,,3
0dd887f2,51.46451,-0.15260,1,,
0dd9318e,51.51534,0.01065,2,,
0ddb86c8,50.83118,-0.64038,,2,
0ddb9e5e,51.66791,-0.56092,,2,
0ddc78e0,51.42147,-0.37686,1,,
0ddd0eb0,53.47393,-2.30054,,2,
0ddf1b44,51.48748,-0.14416,1,,
0de24e6e,50.85181,-0.84836,,,2
0de255ea,54.99651,-1.43912,,2,
0de929a1,51.88657,-2.18833,,2,
0debb099,51.49565,-0.19486,1,,
0dee9266,54.54539,-2.94961,,2,
0df34931,51.18467,-2.52766,,,2
0df56406,51.56134,-0.00209,,2,
0df5fcb5,52.39714,-1.98573,,2,
0df69cb5,55.72879,-3.83744,,2,
0df94ca5,51.08614,-1.77467,,,
0dfcb085,50.83517,-0.17142,,2,
0dfccf6d,51.65660,-3.91100,,2,
0dfe3f34,52.92921,-1.16390,,2,
0e0033c7,53.10012,-1.25059,,2,
0e095eb1,51.51635,-0.12928,,2,
0e17fede,51.39060,0.50637,,1,
0e1d9335,51.58581,0.01577,1,,
0e1e85a0,51.46249,-0.15267,1,,
0e2422ec,53.41276,-2.92233,1,,
0e25d64a,51.47830,-3.17032,2,,
0e29a5a7,51.52526,-0.18822,1,,
0e39ee35,51.69216,-0.41872,,2,
0e469a18,53.12860,-1.22990,,,2
0e4db571,60.15833,-1.15667,,2,
0e508729,52.03613,-0.77647,,,3
0e5906ed,51.43667,-0.20097,1,,
0e5c24ed,53.55086,-2.62548,,2,
0e5ddf96,51.53615,-0.17888,1,,
0e64f716,52.65059,1.28115,,,3
0e679e39,53.38756,-2.59121,,2,
0e682902,55.45762,-4.62775,,2,
0e6a5ac6,51.51390,-0.47202,1,1,
0e6b0b0e,53.52329,-2.39728,,,2
0e6ecbd8,54.78540,-1.58517,,1,
0e72c8fa,52.97616,-1.08723,,2,
0e72cc5b,51.60504,-0.22746,,2,
0e762b65,53.56225,-2.32144,,2,
0e770244,51.51326,-0.16662,1,,
0e77458d,51.46781,-0.25730,1,,
0e7a07af,51.48752,0.06952,1,1,
0e7b4646,50.81755,-0.11454,1,,
0e7e74af,52.97299,-1.17826,,2,
0e87a5d7,54.99219,-1.52738,,1,
0e8970a4,51.50299,-0.07661,1,1,
0e8990ce,53.23681,-0.53836,,2,
0e932ed6,51.62197,-1.28669,,2,
0e95227f,52.03613,-0.77647,,,3
0e9d082c,50.73889,-3.95663,,,3
0e9d935f,54.34554,-7.63851,,2,
0e9e7eda,53.27622,-2.22358,,2,
0ea326a4,51.52494,-0.18246,1,,
0ea50e88,51.46050,-0.16574,1,,
0eaba711,51.47607,0.02668,1,,
0eaec820,51.87115,-2.24883,,2,
0eb0cfb5,54.97870,-1.61073,1,,
0ebf8ab7,51.58379,-0.03080,1,,
0ec15baa,55.12736,-1.52213,,2,
0ec52f9e,55.03842,-1.71074,,1,
0ec5e8e0,50.37694,-4.13103,,2,
0ecbe2d1,51.42793,-2.53703,,2,
0ed314ae,52.07084,-1.33780,,2,
0ed3c59f,51.43099,-0.33459,1,,
0ed470e4,51.86703,-0.42275,1,1,
0ed6099d,51.56641,-0.01518,1,,
0eda7670,51.46766,-0.20854,1,1,
0eddc33b,53.37646,-2.95312,1,,
0ede5e92,51.70824,-4.94855,,2,
0edeee15,51.51214,-0.17622,1,,
0edf78e6,50.37300,-4.13902,,1,
0ee134f7,53.61525,-2.15875,,2,
0ee233be,51.49606,-0.25609,,1,
0ee3bd2e,51.49983,-0.16977,1,,
0ee7a339,51.41869,-0.31976,1,,
0ee98f89,54.34457,-7.63928,,2,
0eeab14b,53.30021,-2.36549,,1,2
0eef447c,53.86933,-1.70239,,1,2
0ef0b10d,52.24400,-0.86909,,2,
0ef9343f,53.42614,-2.80303,,2,
0efba65a,52.03433,1.20329,,2,
0efd2c71,51.84448,-2.17346,,2,
0f0aace7,51.57472,-3.29438,,2,
0f0d2f5c,51.53906,-0.05028,1,,
0f0daf20,57.19970,-2.20508,,2,
0f0e0ddd,54.20590,-5.89405,,2,
0f0e4005,51.98731,-2.16483,,2,
0f0fa26e,51.07664,-4.04967,,,2
0f1660f4,53.46495,-2.34487,,2,
0f178c4b,52.48802,-0.68837,1,1,
0f1bf9ca,51.45068,-0.09622,1,,
0f1c9f6d,55.18347,-1.54645,,,2
0f1cdaa3,51.50694,-0.21318,1,,
0f1e4b9d,51.68978,-0.41735,,2,
0f25cea7,51.47628,-0.20422,1,,
0f25fb40,53.38864,-2.91938,1,,
0f271f7f,52.40951,-1.55372,1,,
0f27c12b,53.69931,-1.50708,,,2
0f29a309,51.46806,-0.04421,1,1,
0f2a88b3,51.43058,-0.03423,,2,
0f312783,51.61187,-0.12662,1,,
0f31e5e9,55.77766,-2.34783,1,,
0f361adb,51.90385,-1.15235,2,,
0f3bf5e6,50.83500,-0.19980,1,,
0f3c241a,51.45866,0.05888,1,1,
0f4213ed,51.42214,0.02238,,2,
0f4443a0,52.59745,1.73548,,2,
0f48a01a,51.54944,-0.07888,1,1,
0f48c1a8,53.51286,-2.33764,,2,
0f48ebb4,54.94477,-1.36475,,,3
0f4a9d4b,51.53679,-0.18040,1,,
0f4b2bb7,52.45369,-1.92744,,2,
0f4b87fe,51.55781,-0.20284,,1,
0f504ffc,54.92214,-1.46689,1,1,
0f514b90,51.47578,-0.07103,1,,
0f5a7eaa,51.42905,-0.14006,1,,
0f69f766,50.85476,-2.16609,,,3
0f6db43d,51.58322,0.00526,1,,
0f73ede5,55.12178,-3.35771,,2,
0f74b97c,50.82482,-0.12188,1,,
0f7c4712,51.44958,-0.09236,1,,
0f7dd693,52.75435,-1.58262,,2,
0f81b047,51.55761,-0.19780,1,,
0f8ed5c3,51.15540,0.90031,,2,
0f934b23,53.71391,-1.74358,,,3
0f969163,56.08550,-4.54108,,2,
0f9fcdd2,51.60033,-0.03926,1,,
0fa15766,53.43837,-3.04424,,1,
0fa41529,53.22395,-1.42680,,2,
0fa4d4c9,51.53844,-0.17760,1,,
0fa82e56,51.53377,0.12703,1,1,
0fa8d623,52.02591,-0.52646,,2,
0fae16f1,51.51231,-0.12950,,,2
0fb186da,51.11683,-0.18349,1,,
0fb41622,51.43566,-0.14999,1,,
0fb5ab56,51.50674,-0.22905,1,,
0fb813a4,51.66781,-4.04087,,2,
0fb8280e,51.52048,-0.15796,1,1,
0fbc90ea,51.61807,-0.30052,,2,
0fbdcafc,54.96863,-1.62244,,1,
0fc07cff,54.95848,-1.60292,,1,
0fc153d2,51.48742,0.00284,1,1,
0fc5d613,51.48085,-1.55659,,,2
0fc64470,51.54230,-0.04439,1,,
0fc750c3,51.50878,-0.22738,1,,
0fcd2c6c,51.49285,-0.20532,1,,
0fd20919,53.75335,-1.57194,,2,
0fd74a50,51.50514,-0.23278,1,,
0fd8d838,53.70211,-1.65131,,2,
0fd961ff,51.74580,-0.34542,,2,
0fdb0ec2,51.56226,-0.14450,1,,
0fe0039c,51.50797,-0.21292,1,1,
0fe392f8,52.01010,-0.73598,,2,
0fe5d39b,53.23108,-1.28985,,,3
0fe9778e,56.37622,-2.89186,,2,
0febe607,51.40865,-0.03873,1,1,
0fee19ec,50.44687,-5.00213,,2,
0ff13efa,57.49603,-1.79633,,,3
0ff3d438,51.53512,-0.17629,1,,
