MSOA11CD,Representative Charging Devices
E02006349,16.152
E02006350,12.374
E02006351,42.474
E02006352,16.152
E02006353,17.719
E02006354,27.291
E02006355,19.803
E02006356,52.059
E02006357,32.828
E02006358,133.554
E02006359,27.434
E02006360,68.043
E02006361,48.189
E02006362,66.913
E02006363,34.728
E02006364,89.658
E02006365,42.372
E02006366,29.450
E02006367,35.391
E02006368,33.437
E02006369,44.402
E02006370,69.986
E02006371,25.204
E02006372,25.340
E02006373,48.986
E02006374,32.685
E02006375,23.523
E02006376,60.087
E02006377,22.730
E02006378,44.589
E02006379,18.995
E02006380,72.651
E02006381,44.163
E02006382,11.306
E02006383,40.822
E02006384,33.629
E02006385,76.983
E02006386,73.039
E02006387,16.725
E02006388,20.119
E02006389,20.600
E02006390,25.790
E02006391,16.132
E02006392,63.705
E02006393,21.084
E02006394,28.795
E02006395,71.683
E02006396,18.848
E02006397,63.528
E02006398,35.274
E02006399,36.486
E02006400,17.086
E02006401,47.657
E02006402,24.413
E02006403,20.212
E02006404,19.750
E02006405,19.989
E02006406,30.491
E02006407,13.649
E02006408,30.737
E02006409,8.668
E02006410,35.159
E02006411,13.172
E02006412,24.970
E02006413,17.416
E02006414,22.093
E02006415,42.311
E02006416,82.537
E02006417,26.579
E02006418,51.197
E02006419,24.333
E02006420,30.297
E02006421,40.735
E02006422,19.613
E02006423,131.762
E02006424,26.778
E02006425,50.514
E02006426,26.084
E02006427,24.488
E02006429,36.244
E02006430,17.396
E02006431,60.294
E02006432,12.019
E02006433,76.584
E02006434,21.455
E02006435,19.547
E02006436,18.869
E02006437,43.901
E02006438,22.755
E02006439,22.038
E02006440,24.484
E02006441,113.863
E02006442,40.474
E02006443,23.607
E02006444,25.555
E02006445,96.782
E02006446,45.679
E02006447,38.706
E02006448,21.983
E02006449,42.760
E02006450,61.551
E02006451,79.930
E02006453,64.059
E02006454,43.131
E02006455,54.131
E02006456,24.439
E02006457,36.863
E02006458,33.947
E02006459,27.170
E02006460,17.818
E02006461,133.890
E02006462,42.019
E02006463,70.461
E02006464,34.373
E02006465,25.603
E02006466,31.241
E02006467,34.509
E02006468,33.339
E02006469,27.306
E02006470,50.823
E02006471,32.218
E02006472,31.006
E02006473,30.549
E02006474,42.408
E02006475,19.050
E02006476,19.539
E02006477,19.278
E02006478,16.875
E02006479,82.773
E02006480,13.310
E02006481,13.544
E02006482,18.096
E02006483,16.553
E02006484,15.752
E02006485,13.547
E02006486,16.007
E02006487,27.662
E02006488,14.352
E02006489,25.211
E02006490,16.800
E02006492,91.254
E02006493,58.689
E02006494,17.817
E02006495,41.282
E02006496,9.450
E02006497,24.784
E02006498,66.626
E02006499,18.300
E02006500,42.530
E02006501,24.191
E02006502,59.016
E02006503,84.695
E02006504,46.606
E02006505,51.580
E02006506,15.031
E02006507,125.122
E02006508,108.571
E02006509,38.413
E02006510,48.680
E02006511,80.288
E02006512,184.970
E02006513,44.335
E02006514,58.225
E02006515,73.746
E02006516,97.573
E02006517,70.931
E02006518,60.848
E02006519,114.729
E02006520,53.237
E02006521,37.668
E02006522,67.910
E02006523,61.724
E02006524,19.141
E02006525,82.593
E02006526,136.360
E02006527,46.247
E02006528,130.775
E02006529,64.684
E02006530,70.053
E02006531,25.190
E02006532,66.400
E02006533,19.212
E02006534,13.255
E02006535,17.125
E02006536,11.322
E02006537,24.745
E02006538,57.387
E02006539,12.897
E02006540,17.540
E02006541,16.341
E02006542,43.244
E02006543,21.172
E02006544,36.356
E02006545,18.141
E02006546,30.324
E02006547,20.113
E02006548,52.487
E02006549,25.438
E02006550,21.901
E02006551,34.597
E02006552,15.578
E02006553,15.581
E02006554,17.099
E02006555,14.810
E02006556,26.065
E02006557,7.527
E02006558,41.482
E02006559,14.345
E02006560,13.479
E02006561,30.680
E02006562,41.350
E02006563,52.557
E02006564,38.776
E02006565,56.057
E02006566,32.229
E02006567,32.053
E02006568,21.731
E02006569,29.358
E02006570,65.824
E02006571,18.298
E02006572,50.409
E02006573,35.653
E02006574,32.875
E02006575,23.022
E02006576,21.961
E02006577,10.407
E02006578,117.371
E02006579,21.494
E02006580,10.027
E02006581,14.155
E02006582,12.263
E02006583,15.156
E02006584,7.569
E02006585,12.965
E02006586,5.592
E02006587,7.810
E02006588,33.779
E02006589,36.181
E02006590,32.527
E02006591,35.691
E02006592,44.944
E02006593,160.368
E02006594,27.005
E02006595,48.330
E02006596,44.951
E02006597,80.080
E02006598,28.334
E02006599,39.953
E02006600,99.781
E02006601,66.344
E02006602,46.275
E02006603,36.195
E02006604,100.198
E02006605,12.569
E02006606,17.460
E02006607,27.491
E02006608,14.225
E02006609,40.626
E02006610,58.053
E02006611,35.401
E02006612,128.498
E02006613,19.586
E02006614,53.894
E02006615,41.992
E02006616,24.946
E02006617,33.365
E02006618,18.189
E02006619,63.851
E02006620,78.836
E02006621,22.576
E02006622,19.607
E02006623,18.398
E02006624,20.927
E02006625,18.756
E02006626,23.508
E02006627,21.284
E02006628,15.860
E02006629,7.845
E02006630,8.514
E02006631,57.224
E02006632,10.801
E02006633,35.480
E02006634,51.283
E02006635,67.657
E02006636,37.702
E02006637,25.424
E02006638,40.511
E02006639,33.534
E02006640,40.200
E02006641,28.379
E02006642,25.441
E02006643,30.565
E02006644,34.617
E02006645,55.339
E02006646,32.644
E02006647,36.044
E02006648,36.953
E02006649,25.730
E02006650,93.286
E02006651,50.280
E02006652,30.259
E02006653,55.354
E02006654,70.131
E02006655,51.302
E02006656,15.137
E02006657,52.449
E02006658,39.093
E02006659,70.470
E02006660,73.691
E02006661,30.782
E02006662,14.114
E02006663,28.523
E02006664,25.902
E02006665,26.565
E02006666,11.442
E02006667,6.146
E02006668,9.277
E02006669,51.185
E02006670,56.521
E02006671,23.001
E02006672,34.367
E02006673,17.455
E02006674,11.299
E02006675,48.220
E02006676,31.056
E02006677,47.733
E02006678,17.619
E02006679,38.435
E02006680,34.190
E02006681,34.682
E02006682,52.401
E02006683,17.145
E02006684,36.778
E02006685,43.323
E02006686,12.259
E02006687,21.661
E02006688,11.614
E02006689,24.302
E02006690,32.568
E02006691,53.330
E02006692,8.855
E02006693,11.745
E02006694,21.277
E02006695,25.705
E02006696,31.308
E02006697,50.887
E02006698,24.894
E02006699,23.402
E02006700,32.532
E02006701,32.088
E02006702,15.375
E02006703,32.019
E02006704,39.423
E02006705,21.375
E02006706,46.701
E02006707,28.828
E02006708,68.583
E02006709,63.847
E02006710,31.417
E02006711,40.894
E02006712,33.345
E02006713,18.026
E02006714,22.372
E02006715,21.701
E02006716,15.705
E02006717,21.704
E02006718,18.808
E02006719,61.550
E02006720,38.303
E02006721,79.117
E02006722,6.420
E02006723,20.508
E02006724,33.235
E02006725,9.766
E02006726,16.343
E02006727,12.298
E02006728,17.056
E02006729,12.118
E02006730,9.043
E02006731,9.417
E02006732,14.836
E02006733,21.542
E02006734,30.780
E02006735,8.314
E02006736,76.891
E02006737,27.700
E02006738,15.114
E02006739,13.045
E02006740,9.732
E02006741,13.342
E02006742,18.140
E02006743,17.341
E02006744,46.336
E02006745,27.027
E02006746,23.132
E02006747,15.713
E02006748,43.257
E02006749,56.122
E02006750,29.606
E02006751,25.865
E02006752,25.377
E02006753,37.710
E02006754,35.385
E02006755,38.264
E02006756,26.012
E02006757,27.550
E02006758,25.340
E02006759,54.342
E02006760,31.937
E02006761,45.640
E02006762,22.317
E02006763,25.857
E02006764,16.853
E02006765,25.313
E02006766,35.981
E02006767,39.386
E02006768,44.913
E02006769,11.327
E02006770,36.960
E02006771,18.344
E02006772,14.393
E02006773,15.484
E02006774,12.522
E02006775,12.522
E02006776,13.320
E02006777,22.099
E02006778,12.469
E02006779,30.497
E02006780,9.194
E02006781,0.000
E02006782,16.400
E02006783,11.036
E02006784,12.387
E02006785,18.815
E02006786,2.627
E02006787,61.265
E02006788,4.706
E02006789,26.088
E02006790,46.974
E02006791,9.566
E02006792,62.575
E02006793,2.725
E02006794,0.000
E02006795,9.649
E02006796,28.780
E02006798,1.712
E02006799,9.769
E02006800,15.558
E02006801,2.381
E02006802,1.897
E02006803,22.486
E02006804,25.516
E02006805,6.171
E02006806,31.920
E02006807,14.329
E02006808,70.472
E02006809,11.275
E02006810,12.064
E02006811,32.969
E02006812,27.400
E02006813,8.537
E02006814,11.488
E02006815,10.735
E02006816,29.854
E02006817,15.097
E02006818,20.844
E02006819,8.413
E02006820,15.419
E02006821,12.825
E02006822,15.055
E02006823,51.699
E02006824,41.985
E02006825,18.146
E02006826,50.221
E02006827,23.909
E02006828,6.574
E02006829,25.847
E02006830,19.450
E02006831,18.793
E02006832,18.007
E02006833,85.920
E02006834,12.614
E02006835,7.867
E02006836,30.861
E02006837,46.570
E02006838,37.109
E02006839,67.419
E02006840,17.070
E02006841,15.577
E02006842,5.820
E02006843,2.262
E02006844,6.941
E02006845,23.097
E02006846,24.247
E02006847,31.046
E02006848,31.842
E02006849,45.135
E02006850,17.074
E02006851,59.521
E02006852,55.270
E02006853,2.520
E02006854,6.412
E02006855,7.186
E02006856,28.996
E02006857,13.722
E02006858,9.443
E02006859,8.184
E02006860,9.881
E02006861,17.373
E02006862,12.799
E02006863,16.841
E02006864,7.786
E02006865,7.335
E02006866,16.810
E02006867,26.195
E02006868,8.276
E02006869,19.234
E02006870,31.602
E02006871,15.349
E02006872,75.187
E02006873,68.445
E02006874,99.299
E02006875,6.910
E02006876,20.465
E02006877,33.701
E02006878,26.878
E02006879,22.571
E02006880,7.752
E02006881,7.603
E02006882,27.779
E02006883,27.779
E02006884,43.315
E02006885,6.420
E02006886,74.228
E02006887,4.747
E02006888,6.072
E02006889,3.629
E02006890,3.297
E02006891,19.521
E02006892,24.298
E02006893,22.505
E02006894,10.277
E02006895,10.224
E02006896,6.537
E02006897,43.647
E02006898,1.389
E02006899,1.669
E02006900,3.501
E02006901,3.578
E02006902,1.644
E02006903,23.994
E02006904,115.026
E02006905,28.773
E02006906,31.021
E02006907,7.580
E02006908,3.162
E02006909,41.237
E02006910,13.044
E02006911,26.689
E02006912,0.726
E02006913,4.146
E02006914,0.000
E02006915,10.684
E02006916,0.000
E02006917,0.000
E02006918,0.000
E02006919,23.195
E02006920,19.236
E02006921,0.104
E02006922,33.982
E02006924,17.545
E02006925,41.459
E02006926,13.088
E02006927,27.405
E02006928,1.285
E02006929,5.586
E02006930,6.243
E02006931,3.620
E02006932,0.000
E02006933,0.000
E02006934,0.000
L99999999,0.000
M99999999,0.000
N99999999,3246.000
S02001236,20.598
S02001237,35.186
S02001238,34.628
S02001239,3.990
S02001240,3.795
S02001241,14.383
S02001242,24.513
S02001243,33.249
S02001244,19.431
S02001245,20.994
S02001246,3.647
S02001247,18.072
S02001248,8.920
S02001249,7.243
S02001250,2.926
S02001251,1.641
S02001252,2.463
S02001253,9.977
S02001254,33.131
S02001255,7.770
S02001256,15.099
S02001257,2.082
S02001258,1.389
S02001259,1.863
S02001260,1.428
S02001261,10.107
S02001262,4.718
S02001263,1.800
S02001264,1.575
S02001265,1.241
S02001266,1.682
S02001267,2.433
S02001268,2.358
S02001269,2.132
S02001270,19.859
S02001271,1.816
S02001272,1.619
S02001273,2.225
S02001274,1.829
S02001275,25.619
S02001276,10.754
S02001277,25.008
S02001278,14.851
S02001279,6.589
S02001280,10.287
S02001281,7.926
S02001282,10.637
S02001283,20.789
S02001284,11.209
S02001285,10.273
S02001286,25.168
S02001287,22.165
S02001288,12.853
S02001289,18.055
S02001290,31.444
S02001291,20.864
S02001292,30.493
S02001293,8.025
S02001294,6.887
S02001295,12.184
S02001296,37.773
S02001297,20.344
S02001298,18.094
S02001299,26.711
S02001300,23.814
S02001301,28.254
S02001302,8.710
S02001303,19.908
S02001304,34.467
S02001305,33.087
S02001306,12.860
S02001307,7.601
S02001308,22.184
S02001309,18.139
S02001310,28.750
S02001311,12.376
S02001312,16.314
S02001313,20.397
S02001314,7.548
S02001315,30.694
S02001316,36.507
S02001317,14.628
S02001318,12.548
S02001319,33.110
S02001320,18.642
S02001321,10.756
S02001322,8.043
S02001323,7.958
S02001324,5.393
S02001325,8.895
S02001326,3.866
S02001327,0.000
S02001328,7.336
S02001329,8.207
S02001330,13.167
S02001331,4.404
S02001332,19.133
S02001333,11.581
S02001334,6.874
S02001335,4.404
S02001336,18.296
S02001337,6.337
S02001338,20.073
S02001339,9.024
S02001340,3.605
S02001341,2.026
S02001342,2.804
S02001343,5.961
S02001344,11.383
S02001345,23.175
S02001346,11.603
S02001347,22.766
S02001348,18.808
S02001349,22.962
S02001350,6.647
S02001351,8.309
S02001352,6.593
S02001353,16.939
S02001354,6.701
S02001355,6.379
S02001356,7.129
S02001357,16.218
S02001358,8.011
S02001359,7.512
S02001360,10.510
S02001361,4.253
S02001362,6.196
S02001363,20.204
S02001364,10.897
S02001365,18.878
S02001366,9.370
S02001367,10.855
S02001368,16.449
S02001369,14.666
S02001370,0.000
S02001371,7.352
S02001372,4.032
S02001373,1.245
S02001374,1.749
S02001375,3.215
S02001376,7.426
S02001377,1.358
S02001378,0.000
S02001379,0.000
S02001380,0.000
S02001381,0.000
S02001382,0.000
S02001383,2.196
S02001384,5.108
S02001385,6.706
S02001386,9.137
S02001387,16.985
S02001388,13.202
S02001389,14.915
S02001390,22.551
S02001391,9.991
S02001392,8.194
S02001393,3.750
S02001394,4.826
S02001395,0.000
S02001396,12.511
S02001397,4.892
S02001398,8.077
S02001399,32.457
S02001400,7.387
S02001401,8.003
S02001402,19.758
S02001403,8.506
S02001404,4.925
S02001405,2.024
S02001406,2.580
S02001407,1.508
S02001408,3.572
S02001409,2.117
S02001410,3.417
S02001411,5.865
S02001412,5.057
S02001413,7.925
S02001414,11.515
S02001415,7.594
S02001416,0.000
S02001417,3.534
S02001418,8.166
S02001419,2.620
S02001420,0.109
S02001421,7.796
S02001422,5.850
S02001423,6.166
S02001424,7.389
S02001425,6.136
S02001426,6.918
S02001427,4.564
S02001428,1.867
S02001429,2.168
S02001430,14.758
S02001431,4.547
S02001432,2.530
S02001433,2.349
S02001434,4.668
S02001435,5.856
S02001436,9.634
S02001437,18.045
S02001438,0.000
S02001439,7.832
S02001440,7.519
S02001441,7.984
S02001442,7.246
S02001443,4.903
S02001444,3.483
S02001445,16.496
S02001446,14.829
S02001447,9.589
S02001448,1.992
S02001449,3.366
S02001450,7.586
S02001451,5.941
S02001452,9.208
S02001453,6.137
S02001454,8.282
S02001455,5.196
S02001456,15.863
S02001457,3.149
S02001458,34.369
S02001459,12.925
S02001460,21.297
S02001461,32.054
S02001462,13.804
S02001463,7.439
S02001464,9.815
S02001465,4.450
S02001466,5.148
S02001467,6.245
S02001468,11.763
S02001469,6.561
S02001470,8.325
S02001471,10.349
S02001472,9.415
S02001473,15.796
S02001474,20.675
S02001475,12.001
S02001476,5.781
S02001477,8.400
S02001478,11.101
S02001479,4.873
S02001480,6.239
S02001481,8.141
S02001482,3.461
S02001483,3.890
S02001484,5.662
S02001485,3.204
S02001486,23.915
S02001487,13.614
S02001488,7.521
S02001489,0.000
S02001490,0.000
S02001491,11.349
S02001492,12.130
S02001493,5.123
S02001494,5.774
S02001495,16.600
S02001496,9.935
S02001497,8.854
S02001498,9.711
S02001499,12.281
S02001500,8.473
S02001501,18.029
S02001502,17.604
S02001503,8.937
S02001504,15.813
S02001505,8.473
S02001506,5.590
S02001507,12.151
S02001508,10.821
S02001509,25.078
S02001510,21.385
S02001511,27.034
S02001512,20.780
S02001513,24.008
S02001514,13.920
S02001515,21.789
S02001516,53.059
S02001517,19.973
S02001518,10.929
S02001519,14.307
S02001520,31.594
S02001521,15.604
S02001522,5.464
S02001523,11.624
S02001524,20.505
S02001525,12.368
S02001526,16.036
S02001527,35.864
S02001528,14.045
S02001529,17.369
S02001530,6.100
S02001531,9.748
S02001532,15.272
S02001533,22.992
S02001534,8.406
S02001535,6.469
S02001536,4.068
S02001537,10.782
S02001538,6.861
S02001539,3.480
S02001540,18.246
S02001541,13.853
S02001542,18.471
S02001543,23.348
S02001544,13.921
S02001545,3.768
S02001546,19.150
S02001547,42.142
S02001548,18.391
S02001549,31.174
S02001550,40.136
S02001551,35.007
S02001552,27.102
S02001553,40.932
S02001554,30.369
S02001555,29.498
S02001556,14.975
S02001557,5.818
S02001558,15.673
S02001559,6.667
S02001560,6.667
S02001561,56.232
S02001562,77.394
S02001563,29.728
S02001564,68.204
S02001565,25.130
S02001566,28.902
S02001567,16.537
S02001568,43.288
S02001569,16.051
S02001570,10.260
S02001571,8.883
S02001572,14.641
S02001573,12.882
S02001574,34.309
S02001575,18.059
S02001576,28.602
S02001577,14.732
S02001578,17.620
S02001579,14.159
S02001580,22.980
S02001581,18.917
S02001582,9.099
S02001583,5.278
S02001584,12.678
S02001585,1.326
S02001586,2.371
S02001587,2.778
S02001588,13.697
S02001589,44.527
S02001590,2.286
S02001591,1.517
S02001592,3.136
S02001593,21.952
S02001594,20.247
S02001595,22.080
S02001596,14.651
S02001597,9.721
S02001598,27.632
S02001599,20.597
S02001600,11.345
S02001601,4.543
S02001602,14.181
S02001603,8.451
S02001604,10.199
S02001605,6.590
S02001606,4.680
S02001607,9.146
S02001608,9.103
S02001609,17.305
S02001610,18.561
S02001611,7.947
S02001612,25.256
S02001613,9.159
S02001614,6.942
S02001615,56.417
S02001616,28.191
S02001617,15.740
S02001618,1.414
S02001619,3.104
S02001620,5.667
S02001621,4.981
S02001622,1.821
S02001623,3.558
S02001624,1.231
S02001625,2.127
S02001626,3.795
S02001627,15.744
S02001628,11.416
S02001629,7.045
S02001630,6.161
S02001631,10.786
S02001632,17.166
S02001633,9.103
S02001634,1.057
S02001635,1.125
S02001636,5.474
S02001637,1.630
S02001638,1.409
S02001639,1.850
S02001640,2.596
S02001641,2.504
S02001642,2.822
S02001643,3.481
S02001644,2.265
S02001645,1.277
S02001646,0.982
S02001647,15.671
S02001648,1.399
S02001649,1.822
S02001650,3.735
S02001651,10.250
S02001652,3.249
S02001653,2.150
S02001654,2.135
S02001655,1.272
S02001656,3.855
S02001657,1.788
S02001658,13.707
S02001659,48.424
S02001660,56.054
S02001661,16.865
S02001662,19.511
S02001663,15.694
S02001664,25.337
S02001665,12.301
S02001666,11.402
S02001667,7.701
S02001668,4.727
S02001669,7.541
S02001670,12.039
S02001671,17.178
S02001672,18.769
S02001673,10.180
S02001674,13.785
S02001675,21.873
S02001676,9.762
S02001677,16.638
S02001678,11.276
S02001679,21.505
S02001680,7.697
S02001681,11.658
S02001682,44.222
S02001683,26.811
S02001684,55.682
S02001685,28.289
S02001686,9.615
S02001687,0.000
S02001688,0.000
S02001689,0.000
S02001690,0.000
S02001691,0.000
S02001692,0.000
S02001693,0.000
S02001694,0.000
S02001695,0.000
S02001696,10.567
S02001697,25.301
S02001698,8.145
S02001699,6.889
S02001700,11.795
S02001701,12.588
S02001702,10.132
S02001703,21.913
S02001704,20.008
S02001705,13.497
S02001706,11.556
S02001707,11.094
S02001708,7.488
S02001709,7.611
S02001710,18.525
S02001711,12.153
S02001712,16.449
S02001713,40.430
S02001714,13.789
S02001715,15.291
S02001716,10.530
S02001717,5.964
S02001718,3.129
S02001719,4.152
S02001720,6.198
S02001721,3.310
S02001722,4.152
S02001723,15.611
S02001724,9.943
S02001725,12.767
S02001726,13.548
S02001727,13.120
S02001728,9.330
S02001729,13.626
S02001730,3.732
S02001731,4.659
S02001732,3.787
S02001733,2.397
S02001734,7.246
S02001735,5.222
S02001736,11.487
S02001737,12.999
S02001738,6.548
S02001739,10.017
S02001740,15.330
S02001741,12.764
S02001742,7.965
S02001743,17.591
S02001744,8.986
S02001745,11.130
S02001746,10.415
S02001747,59.315
S02001748,9.661
S02001749,10.406
S02001750,15.010
S02001751,10.684
S02001752,7.388
S02001753,10.343
S02001754,4.887
S02001755,4.887
S02001756,7.388
S02001757,18.754
S02001758,16.480
S02001759,7.842
S02001760,7.160
S02001761,8.524
S02001762,12.730
S02001763,13.525
S02001764,9.320
S02001765,8.411
S02001766,17.844
S02001767,16.367
S02001768,14.164
S02001769,7.088
S02001770,7.601
S02001771,13.793
S02001772,3.718
S02001773,6.527
S02001774,3.225
S02001775,2.194
S02001776,7.632
S02001777,5.132
S02001778,3.777
S02001779,15.364
S02001780,16.767
S02001781,9.156
S02001782,10.259
S02001783,5.855
S02001784,9.943
S02001785,20.574
S02001786,5.472
S02001787,4.755
S02001788,3.947
S02001789,4.485
S02001790,6.549
S02001791,5.562
S02001792,9.805
S02001793,7.147
S02001794,4.692
S02001795,6.890
S02001796,4.776
S02001797,5.967
S02001798,4.939
S02001799,7.906
S02001800,4.627
S02001801,4.627
S02001802,6.271
S02001803,14.019
S02001804,5.800
S02001805,13.083
S02001806,3.515
S02001807,5.307
S02001808,2.120
S02001809,2.171
S02001810,3.981
S02001811,7.496
S02001812,4.726
S02001813,6.136
S02001814,4.365
S02001815,3.253
S02001816,4.077
S02001817,6.630
S02001818,5.724
S02001819,2.636
S02001820,5.477
S02001821,6.168
S02001822,25.325
S02001823,15.720
S02001824,14.194
S02001825,8.784
S02001826,13.552
S02001827,19.889
S02001828,14.062
S02001829,13.429
S02001830,0.764
S02001831,5.225
S02001832,7.033
S02001833,7.424
S02001834,7.121
S02001835,15.084
S02001836,14.471
S02001837,12.004
S02001838,6.968
S02001839,16.535
S02001840,18.180
S02001841,19.767
S02001842,14.567
S02001843,6.748
S02001844,7.676
S02001845,13.529
S02001846,9.306
S02001847,5.978
S02001848,8.763
S02001849,11.093
S02001850,1.808
S02001851,2.527
S02001852,3.061
S02001853,2.568
S02001854,1.541
S02001855,0.493
S02001856,0.000
S02001857,1.664
S02001858,2.949
S02001859,0.028
S02001860,0.000
S02001861,3.468
S02001862,8.040
S02001863,9.196
S02001864,7.896
S02001865,0.000
S02001866,0.000
S02001867,0.210
S02001868,3.941
S02001869,11.350
S02001870,6.888
S02001871,5.097
S02001872,3.259
S02001873,17.737
S02001874,13.363
S02001875,7.343
S02001876,17.055
S02001877,9.768
S02001878,19.895
S02001879,4.738
S02001880,9.625
S02001881,0.000
S02001882,0.155
S02001883,3.035
S02001884,6.515
S02001885,5.700
S02001886,10.513
S02001887,3.257
S02001888,1.672
S02001889,2.564
S02001890,12.581
S02001891,0.000
S02001892,0.000
S02001893,0.014
S02001894,0.000
S02001895,0.583
S02001896,3.580
S02001897,6.621
S02001898,2.692
S02001899,3.787
S02001900,7.314
S02001901,16.507
S02001902,12.842
S02001903,7.314
S02001904,1.583
S02001905,0.000
S02001906,4.049
S02001907,2.897
S02001908,11.421
S02001909,3.553
S02001910,3.969
S02001911,4.469
S02001912,4.247
S02001913,12.362
S02001914,8.629
S02001915,7.374
S02001916,8.374
S02001917,7.005
S02001918,6.636
S02001919,0.099
S02001920,0.000
S02001921,0.000
S02001922,0.795
S02001923,0.298
S02001924,0.000
S02001925,0.000
S02001926,0.000
S02001927,0.053
S02001928,0.105
S02001929,0.472
S02001930,0.000
S02001931,0.000
S02001932,0.028
S02001933,0.013
S02001934,0.068
S02001935,0.000
S02001936,0.000
S02001937,0.751
S02001938,0.991
S02001939,4.051
S02001940,0.641
S02001941,4.437
S02001942,1.093
S02001943,0.044
S02001944,0.000
S02001945,0.089
S02001946,0.656
S02001947,0.787
S02001948,2.915
S02001949,1.866
S02001950,8.212
S02001951,2.685
S02001952,9.976
S02001953,2.736
S02001954,1.890
S02001955,1.548
S02001956,13.430
S02001957,8.132
S02001958,9.742
S02001959,1.700
S02001960,1.888
S02001961,3.316
S02001962,2.908
S02001963,3.393
S02001964,3.529
S02001965,3.881
S02001966,4.412
S02001967,12.336
S02001968,3.881
S02001969,4.466
S02001970,7.902
S02001971,10.951
S02001972,8.506
S02001973,0.000
S02001974,0.000
S02001975,0.000
S02001976,0.000
S02001977,0.000
S02001978,2.267
S02001979,6.350
S02001980,12.240
S02001981,0.459
S02001982,0.000
S02001983,0.000
S02001984,13.913
S02001985,9.763
S02001986,14.862
S02001987,9.908
S02001988,13.008
S02001989,5.352
S02001990,3.865
S02001991,10.109
S02001992,6.839
S02001993,4.683
S02001994,11.745
S02001995,7.825
S02001996,4.832
S02001997,3.419
S02001998,18.540
S02001999,14.049
S02002000,2.047
S02002001,4.074
S02002002,3.689
S02002003,2.209
S02002004,2.554
S02002005,16.872
S02002006,18.892
S02002007,0.285
S02002008,0.000
S02002009,0.000
S02002010,0.000
S02002011,0.000
S02002012,0.000
S02002013,2.002
S02002014,0.000
S02002015,8.474
S02002016,10.175
S02002017,1.537
S02002018,12.476
S02002019,7.001
S02002020,0.000
S02002021,0.000
S02002022,0.000
S02002023,0.000
S02002024,10.000
S02002025,0.000
S02002026,0.995
S02002027,3.896
S02002028,4.152
S02002029,3.304
S02002030,3.419
S02002031,4.639
S02002032,4.694
S02002033,0.901
S02002034,28.246
S02002035,25.225
S02002036,16.431
S02002037,6.828
S02002038,7.831
S02002039,8.411
S02002040,7.699
S02002041,6.869
S02002042,8.839
S02002043,7.330
S02002044,3.919
S02002045,0.046
S02002046,4.404
S02002047,0.030
S02002048,5.474
S02002049,5.323
S02002050,2.964
S02002051,24.398
S02002052,20.888
S02002053,12.904
S02002054,7.423
S02002055,9.821
S02002056,18.281
S02002057,15.354
S02002058,9.241
S02002059,10.766
S02002060,18.003
S02002061,34.431
S02002062,24.010
S02002063,26.159
S02002064,14.650
S02002065,10.719
S02002066,11.203
S02002067,15.797
S02002068,9.913
S02002069,12.573
S02002070,13.621
S02002071,9.982
S02002072,12.587
S02002073,3.235
S02002074,8.353
S02002075,8.313
S02002076,4.114
S02002077,7.213
S02002078,2.041
S02002079,2.938
S02002080,8.562
S02002081,7.076
S02002082,6.893
S02002083,4.989
S02002084,6.254
S02002085,3.349
S02002086,3.420
S02002087,4.263
S02002088,7.461
S02002089,2.975
S02002090,0.000
S02002091,0.000
S02002092,7.448
S02002093,6.626
S02002094,13.326
S02002095,8.104
S02002096,6.483
S02002097,0.000
S02002098,10.545
S02002099,4.600
S02002100,6.269
S02002101,2.643
S02002102,3.073
S02002103,6.937
S02002104,6.822
S02002105,1.678
S02002106,2.368
S02002107,1.931
S02002108,6.609
S02002109,3.747
S02002110,1.492
S02002111,11.700
S02002112,6.031
S02002113,4.476
S02002114,5.607
S02002115,4.041
S02002116,5.555
S02002117,0.000
S02002118,0.000
S02002119,4.755
S02002120,2.989
S02002121,5.751
S02002122,7.925
S02002123,9.258
S02002124,4.335
S02002125,9.075
S02002126,21.118
S02002127,10.738
S02002128,14.861
S02002129,11.597
S02002130,3.315
S02002131,0.000
S02002132,0.000
S02002133,4.165
S02002134,10.052
S02002135,3.638
S02002136,4.640
S02002137,6.166
S02002138,22.051
S02002139,5.332
S02002140,3.966
S02002141,5.235
S02002142,6.142
S02002143,3.609
S02002144,2.261
S02002145,6.266
S02002146,4.974
S02002147,5.069
S02002148,3.592
S02002149,11.216
S02002150,10.302
S02002151,5.162
S02002152,6.047
S02002153,7.403
S02002154,7.891
S02002155,23.747
S02002156,8.629
S02002157,6.121
S02002158,4.056
S02002159,10.722
S02002160,12.710
S02002161,4.447
S02002162,5.813
S02002163,8.675
S02002164,2.862
S02002165,4.668
S02002166,17.252
S02002167,16.242
S02002168,15.642
S02002169,11.170
S02002170,9.148
S02002171,8.005
S02002172,3.367
S02002173,7.433
S02002174,6.416
S02002175,9.847
S02002176,10.419
S02002177,5.908
S02002178,7.687
S02002179,4.666
S02002180,3.605
S02002181,5.585
S02002182,4.595
S02002183,6.645
S02002184,4.030
S02002185,16.754
S02002186,10.419
S02002187,8.483
S02002188,10.180
S02002189,6.928
S02002190,11.359
S02002191,9.791
S02002192,16.846
S02002193,6.162
S02002194,8.413
S02002195,11.612
S02002196,7.767
S02002197,5.992
S02002198,25.907
S02002199,1.860
S02002200,2.789
S02002201,1.132
S02002202,19.112
S02002203,1.921
S02002204,1.173
