msoa,estimated capacity
E02001553,1502.07
E02001554,592.55
E02001555,407.89
E02001556,1369.44
E02001557,5512.47
E02001558,1200.81
E02001559,1345.43
E02001560,6002.03
E02001561,94.64
E02001562,504.36
E02001563,1989.41
E02001564,8835.65
E02001565,2570.59
E02001566,5642.91
E02001567,177.25
E02001568,328.50
E02001569,227.69
E02001570,499.33
E02001571,0.00
E02001572,466.96
E02001573,50.00
E02001574,705.62
E02001575,406.42
E02001576,10571.63
E02001577,1246.85
E02001578,1876.48
E02001579,1221.34
E02001580,586.10
E02001581,0.00
E02001582,257.68
E02001583,0.00
E02001584,1048.26
E02001585,4359.17
E02001586,379.11
E02001587,606.56
E02001588,75.78
E02001589,54.99
E02001590,1438.01
E02001591,753.01
E02001592,324.31
E02001593,1638.82
E02001594,4671.12
E02001595,2191.75
E02001596,67.47
E02001597,815.23
E02001598,322.60
E02001599,556.21
E02001600,1677.93
E02001601,189.69
E02001602,1871.91
E02001603,379.65
E02001604,1973.38
E02001605,329.25
E02001606,543.01
E02001607,357.34
E02001608,1292.02
E02001609,688.24
E02001610,1928.99
E02001611,2174.83
E02001612,360.49
E02001613,477.89
E02001614,1215.92
E02001615,1593.98
E02001616,67.30
E02001617,227.45
E02001618,1152.70
E02001619,501.15
E02001620,437.46
E02001621,332.49
E02001622,447.26
E02001623,820.73
E02001624,996.94
E02001625,761.55
E02001626,193.74
E02001627,4753.56
E02001628,15196.16
E02001629,641.73
E02001630,1851.02
E02001631,452.42
E02001632,2732.66
E02001633,645.94
E02001634,449.06
E02001635,184.38
E02001636,1650.33
E02001637,2109.73
E02001638,57.05
E02001639,68.34
E02001640,1470.50
E02001642,2149.12
E02001643,317.07
E02001646,923.39
E02001647,513.40
E02001648,736.05
E02001649,1060.79
E02001650,1004.46
E02001651,905.77
E02001652,4168.73
E02001653,615.47
E02001654,122.78
E02001655,153.05
E02001656,491.76
E02001657,440.61
E02001658,588.06
E02001659,367.37
E02001660,234.41
E02001661,786.81
E02001662,163.97
E02001663,1950.65
E02001664,109.70
E02001665,1259.37
E02001666,2136.20
E02001669,2201.33
E02001670,25.33
E02001671,1376.95
E02001672,150.36
E02001673,532.82
E02001674,1957.50
E02001675,2026.59
E02001676,390.65
E02001678,1003.84
E02001679,46.46
E02001680,496.04
E02001681,237.08
E02001682,523.44
E02001683,712.63
E02001684,1636.83
E02001685,447.85
E02001686,2045.15
E02001688,4150.32
E02001689,365.55
E02001690,9484.69
E02001691,550.33
E02001692,107.13
E02001693,269.88
E02001694,688.12
E02001695,1748.58
E02001696,1077.87
E02001697,977.78
E02001698,640.18
E02001699,417.32
E02001700,1418.82
E02001701,672.70
E02001702,824.70
E02001703,226.09
E02001704,303.22
E02001705,494.68
E02001706,2786.71
E02001707,3418.69
E02001708,3209.76
E02001709,2796.82
E02001710,607.51
E02001711,7205.22
E02001712,428.04
E02001713,1448.61
E02001714,4940.16
E02001715,2532.84
E02001718,102.40
E02001719,1424.96
E02001720,193.10
E02001721,712.47
E02001722,471.14
E02001723,401.94
E02001724,156.81
E02001725,564.86
E02001726,486.65
E02001727,908.84
E02001728,154.92
E02001729,2996.35
E02001730,2314.72
E02001731,8038.80
E02001732,1220.89
E02001733,3984.73
E02001734,274.25
E02001735,144.67
E02001736,4215.60
E02001737,1026.42
E02001738,1181.98
E02001739,1062.92
E02001740,629.30
E02001741,246.74
E02001742,245.37
E02001743,905.83
E02001744,849.87
E02001745,1314.60
E02001746,744.77
E02001747,508.17
E02001748,5792.37
E02001749,378.04
E02001750,2102.99
E02001751,101.36
E02001752,6305.55
E02001753,1235.84
E02001754,641.48
E02001755,2637.01
E02001756,4703.12
E02001757,124.25
E02001758,2066.25
E02001759,548.05
E02001760,1139.17
E02001761,401.55
E02001762,234.60
E02001763,280.19
E02001764,12005.38
E02001765,147.69
E02001766,399.31
E02001767,1022.03
E02001768,3428.57
E02001769,3236.25
E02001770,338.62
E02001771,764.61
E02001772,432.63
E02001773,473.73
E02001774,15283.12
E02001775,285.51
E02001776,470.35
E02001777,1022.03
E02001778,1229.54
E02001779,1595.21
E02001780,402.44
E02001781,184.97
E02001782,823.96
E02001783,257.66
E02001784,231.89
E02001785,1052.67
E02001786,446.04
E02001787,812.76
E02001788,523.08
E02001789,260.18
E02001790,3026.15
E02001791,175.84
E02001792,520.77
E02001793,229.47
E02001794,51.21
E02001795,1679.01
E02001796,1600.22
E02001797,20154.89
E02001798,1581.67
E02001799,817.21
E02001800,1136.07
E02001801,1155.20
E02001802,727.06
E02001803,3498.96
E02001804,737.25
E02001805,92.28
E02001806,722.23
E02001807,1587.63
E02001808,504.61
E02001809,4427.98
E02001810,708.46
E02001811,374.66
E02001812,485.59
E02001813,846.40
E02001814,1449.42
E02001815,1931.46
E02001816,1249.12
E02001817,0.00
E02001818,442.54
E02001819,6569.31
E02001820,529.40
E02001821,282.79
E02001822,613.17
E02001823,221.61
E02001824,656.55
E02001825,3095.62
E02001826,210.78
E02001827,336.07
E02001828,1319.36
E02001829,720.62
E02001830,2886.49
E02001831,1153.71
E02001832,1825.73
E02001833,597.65
E02001834,456.95
E02001835,3036.05
E02001836,1585.93
E02001837,235.38
E02001838,225.33
E02001839,827.29
E02001840,395.06
E02001841,386.14
E02001842,155.27
E02001843,72.05
E02001844,1052.16
E02001845,165.79
E02001846,26.78
E02001847,2518.34
E02001848,355.77
E02001849,741.55
E02001850,1566.33
E02001851,1478.08
E02001852,47.46
E02001854,10005.85
E02001855,3365.30
E02001856,1169.38
E02001857,526.80
E02001858,439.97
E02001859,2283.21
E02001860,0.00
E02001861,63.04
E02001862,76.83
E02001863,2073.77
E02001864,174.57
E02001865,264.87
E02001866,38.67
E02001867,147.44
E02001868,425.11
E02001869,2417.31
E02001870,64.55
E02001871,190.07
E02001872,25.48
E02001873,1508.03
E02001874,142.97
E02001875,946.64
E02001876,8094.61
E02001877,150.70
E02001878,579.60
E02001879,320.89
E02001880,40.35
E02001881,51.65
E02001882,581.62
E02001883,144.68
E02001884,0.00
E02001886,607.85
E02001888,69.22
E02001889,766.98
E02001890,2208.24
E02001892,1336.55
E02001893,89.98
E02001895,1842.07
E02001896,126.56
E02001897,1104.90
E02001898,163.43
E02001899,131.10
E02001900,1036.39
E02001901,1086.64
E02001902,737.23
E02001903,201.03
E02001904,937.76
E02001905,4555.43
E02001906,533.85
E02001907,1138.92
E02001908,76.94
E02001909,272.83
E02001910,144.24
E02001911,51.91
E02001913,3382.93
E02001914,293.08
E02001915,714.56
E02001916,218.43
E02001918,288.31
E02001919,8.34
E02001920,51.72
E02001921,260.65
E02001922,2193.03
E02001923,554.26
E02001924,373.62
E02001925,663.22
E02001926,1174.94
E02001927,144.88
E02001928,20.97
E02001929,59.12
E02001930,881.01
E02001931,436.17
E02001932,417.24
E02001933,305.21
E02001934,2.85
E02001935,306.36
E02001936,131.15
E02001937,86.40
E02001938,1701.56
E02001939,313.99
E02001941,40.69
E02001942,147.92
E02001943,831.20
E02001944,198.43
E02001945,546.33
E02001946,1110.36
E02001947,63.43
E02001948,628.11
E02001949,132.99
E02001950,603.66
E02001951,183.74
E02001952,365.02
E02001953,872.45
E02001954,170.57
E02001955,1499.81
E02001956,2175.77
E02001957,27.97
E02001958,1380.74
E02001959,1817.83
E02001961,378.89
E02001962,1865.84
E02001963,70.24
E02001964,342.29
E02001965,3295.77
E02001966,157.49
E02001967,1664.10
E02001968,226.04
E02001969,251.32
E02001970,40.75
E02001971,80.86
E02001972,1276.69
E02001973,1258.44
E02001974,1434.87
E02001975,243.04
E02001976,5348.63
E02001977,1084.50
E02001978,142.30
E02001979,167.36
E02001980,34.05
E02001981,1656.60
E02001982,355.72
E02001983,827.33
E02001984,190.77
E02001985,1248.35
E02001986,4.64
E02001987,256.89
E02001988,5779.74
E02001989,1192.00
E02001990,2003.32
E02001991,638.31
E02001992,169.76
E02001993,3887.42
E02001994,221.45
E02001995,6357.02
E02001996,826.14
E02001997,120.02
E02001998,120.02
E02001999,5927.36
E02002000,708.66
E02002001,385.73
E02002002,391.32
E02002003,157.33
E02002004,0.00
E02002005,6948.80
E02002006,65.57
E02002007,111.11
E02002008,326.30
E02002009,1357.78
E02002010,1142.26
E02002011,450.61
E02002012,1250.64
E02002013,315.07
E02002014,1397.29
E02002015,301.39
E02002016,313.27
E02002017,298.95
E02002018,47.54
E02002019,37.28
E02002020,245.06
E02002021,10033.11
E02002022,140.52
E02002023,0.00
E02002024,1204.90
E02002025,1067.26
E02002026,103.27
E02002027,0.00
E02002028,21.72
E02002029,724.22
E02002030,756.69
E02002031,85.56
E02002032,233.31
E02002033,700.30
E02002034,866.04
E02002035,362.66
E02002036,291.72
E02002037,76.47
E02002038,914.10
E02002039,1376.70
E02002040,443.79
E02002041,49.48
E02002042,21.31
E02002043,1862.62
E02002044,288.19
E02002045,1481.44
E02002046,184.29
E02002047,1334.82
E02002048,460.16
E02002049,271.13
E02002051,287.66
E02002052,199.46
E02002053,142.54
E02002054,160.70
E02002055,216.91
E02002056,1084.20
E02002057,386.70
E02002058,1217.37
E02002059,2071.24
E02002060,1363.48
E02002061,4563.13
E02002062,1400.71
E02002063,9414.62
E02002064,856.76
E02002065,2186.81
E02002066,9619.64
E02002067,273.62
E02002068,1071.98
E02002069,2624.62
E02002070,312.13
E02002071,741.98
E02002072,3040.88
E02002073,165.59
E02002074,1025.29
E02002075,3823.55
E02002076,497.97
E02002077,633.53
E02002078,80.56
E02002079,455.63
E02002080,765.93
E02002081,321.11
E02002082,18.50
E02002083,226.87
E02002084,170.77
E02002085,300.37
E02002086,1408.86
E02002087,436.79
E02002088,365.37
E02002089,44042.91
E02002090,175.28
E02002091,3390.27
E02002092,369.68
E02002093,397.67
E02002094,528.64
E02002095,4341.84
E02002096,1085.28
E02002097,2757.96
E02002098,345.26
E02002099,4990.56
E02002101,145.45
E02002102,4539.07
E02002103,16.11
E02002104,604.12
E02002105,2738.93
E02002106,1164.01
E02002107,2139.66
E02002108,1413.64
E02002109,4973.64
E02002110,1192.30
E02002111,433.03
E02002112,72.60
E02002113,884.70
E02002114,384.96
E02002115,306.42
E02002116,114.78
E02002117,499.23
E02002118,380.55
E02002119,384.64
E02002120,179.60
E02002121,812.84
E02002122,212.21
E02002123,82.81
E02002124,2357.80
E02002125,706.75
E02002126,334.55
E02002127,148.06
E02002128,94.17
E02002129,0.00
E02002130,125.85
E02002131,896.17
E02002132,6.04
E02002133,2312.67
E02002134,375.65
E02002135,2969.71
E02002136,2603.26
E02002137,124.60
E02002138,530.02
E02002139,5008.60
E02002140,1354.61
E02002141,251.92
E02002142,3523.91
E02002143,2780.42
E02002144,340.70
E02002145,172.08
E02002146,575.12
E02002147,496.63
E02002148,503.43
E02002149,1730.49
E02002150,3226.69
E02002151,749.18
E02002152,90.35
E02002153,205.16
E02002154,1304.79
E02002155,189.98
E02002156,0.00
E02002157,919.02
E02002158,213.20
E02002159,318.14
E02002160,3532.47
E02002161,3435.58
E02002162,490.14
E02002163,2928.56
E02002164,1248.87
E02002165,1016.48
E02002166,1015.27
E02002167,373.08
E02002168,10491.40
E02002169,993.28
E02002170,51.48
E02002171,79.11
E02002174,334.09
E02002175,530.24
E02002176,529.91
E02002177,2087.09
E02002178,566.89
E02002179,398.98
E02002180,105.07
E02002181,866.97
E02002182,0.00
E02002183,1239.51
E02002184,2085.31
E02002185,534.61
E02002186,3276.17
E02002187,723.53
E02002188,910.80
E02002189,43.04
E02002190,3903.82
E02002191,316.72
E02002192,1438.81
E02002193,245.04
E02002194,246.86
E02002195,584.20
E02002196,102.06
E02002197,2150.54
E02002198,1004.67
E02002199,1269.36
E02002200,455.06
E02002201,579.19
E02002202,3050.44
E02002203,167.59
E02002204,1846.45
E02002205,1319.44
E02002206,482.27
E02002207,392.63
E02002208,1017.06
E02002209,1003.21
E02002210,312.16
E02002211,210.99
E02002212,808.81
E02002213,850.91
E02002214,273.10
E02002215,913.55
E02002216,238.94
E02002217,462.12
E02002218,315.06
E02002219,275.10
E02002220,1480.97
E02002221,5171.66
E02002222,306.77
E02002223,1761.98
E02002224,438.85
E02002225,715.59
E02002226,2313.49
E02002227,746.58
E02002228,938.32
E02002229,633.55
E02002230,1704.27
E02002231,580.00
E02002232,72.22
E02002233,237.81
E02002234,227.91
E02002235,315.21
E02002236,240.05
E02002237,168.65
E02002238,422.83
E02002239,2088.10
E02002240,553.28
E02002241,408.36
E02002242,1044.20
E02002243,535.83
E02002244,470.00
E02002245,157.95
E02002246,586.95
E02002247,885.84
E02002248,359.28
E02002249,0.00
E02002250,1000.33
E02002251,6306.81
E02002252,90.50
E02002253,619.33
E02002254,130.01
E02002255,879.18
E02002256,1017.81
E02002257,30.00
E02002258,5994.06
E02002259,1627.45
E02002260,758.64
E02002261,1856.19
E02002262,1555.69
E02002263,276.00
E02002264,1274.97
E02002265,1093.69
E02002266,762.11
E02002267,1207.94
E02002268,2521.91
E02002269,1121.81
E02002270,900.70
E02002271,606.69
E02002272,2951.45
E02002273,129.38
E02002274,80.58
E02002275,1135.52
E02002276,198.08
E02002277,542.71
E02002278,163.51
E02002279,364.07
E02002280,1254.87
E02002281,377.28
E02002282,32.89
E02002283,902.29
E02002284,1174.82
E02002285,1373.17
E02002286,1402.78
E02002287,3430.16
E02002288,107.97
E02002289,183.34
E02002290,210.30
E02002291,252.68
E02002292,764.89
E02002293,362.66
E02002294,1710.20
E02002295,666.53
E02002296,1158.92
E02002297,130.42
E02002298,275.09
E02002299,4269.17
E02002300,279.61
E02002301,17.32
E02002302,933.12
E02002303,686.42
E02002304,811.67
E02002305,199.59
E02002306,506.18
E02002307,32.77
E02002308,50.26
E02002309,657.63
E02002310,100.83
E02002311,597.73
E02002312,1313.00
E02002313,326.32
E02002314,233.22
E02002315,159.95
E02002316,434.54
E02002317,250.34
E02002318,142.68
E02002319,472.38
E02002320,155.70
E02002321,552.78
E02002322,1061.77
E02002323,231.08
E02002324,499.27
E02002325,705.51
E02002326,758.46
E02002327,752.28
E02002328,1140.94
E02002329,1075.51
E02002330,402.15
E02002331,7522.61
E02002332,1163.97
E02002333,2966.86
E02002334,899.72
E02002335,3983.19
E02002336,13156.47
E02002337,1298.05
E02002338,1510.74
E02002339,1592.11
E02002340,1169.14
E02002341,978.40
E02002342,670.89
E02002343,1026.59
E02002344,597.81
E02002345,967.19
E02002346,1058.33
E02002347,1405.64
E02002348,531.58
E02002349,664.77
E02002350,2423.59
E02002351,1077.46
E02002352,692.96
E02002353,358.96
E02002354,734.29
E02002356,2229.13
E02002357,1480.12
E02002358,751.26
E02002359,893.05
E02002360,644.38
E02002361,520.77
E02002362,498.54
E02002363,350.71
E02002364,1346.09
E02002366,848.64
E02002367,77.68
E02002368,103.79
E02002369,93.89
E02002370,116.60
E02002371,1158.25
E02002373,3482.48
E02002374,2085.27
E02002375,530.59
E02002376,107.01
E02002377,108.86
E02002379,658.80
E02002380,53.98
E02002381,380.79
E02002382,503.98
E02002383,87.92
E02002384,4734.48
E02002385,2436.69
E02002386,2025.14
E02002387,704.36
E02002388,150.47
E02002389,81.21
E02002390,1727.39
E02002391,3103.17
E02002392,1936.15
E02002393,4048.48
E02002394,923.59
E02002395,2304.65
E02002396,765.31
E02002397,196.40
E02002398,2576.51
E02002399,1029.40
E02002400,4928.36
E02002401,3186.13
E02002402,5686.47
E02002403,2134.25
E02002404,873.89
E02002405,259.23
E02002406,628.16
E02002407,532.98
E02002408,547.04
E02002409,21.12
E02002410,1383.39
E02002411,2541.67
E02002412,740.45
E02002414,1064.87
E02002415,197.52
E02002416,3002.53
E02002417,683.69
E02002418,462.80
E02002419,5168.42
E02002420,625.94
E02002421,182.96
E02002422,5522.14
E02002423,2763.77
E02002424,101.27
E02002425,305.77
E02002426,776.58
E02002427,880.14
E02002428,2075.98
E02002429,882.88
E02002430,324.64
E02002431,1334.34
E02002432,464.51
E02002433,1270.66
E02002434,353.50
E02002435,1450.19
E02002436,623.03
E02002437,95.13
E02002438,142.23
E02002439,1829.33
E02002440,42.35
E02002441,1151.64
E02002442,6543.89
E02002443,878.14
E02002444,1845.42
E02002445,2311.96
E02002446,1077.34
E02002447,366.27
E02002448,3319.66
E02002449,455.73
E02002450,1171.06
E02002451,3575.18
E02002452,4241.12
E02002453,1277.47
E02002454,6473.33
E02002455,685.16
E02002456,2449.94
E02002457,153.26
E02002458,488.05
E02002459,1373.80
E02002460,202.85
E02002461,1761.51
E02002462,812.17
E02002463,177.76
E02002464,535.01
E02002465,3019.01
E02002466,171.70
E02002467,1260.82
E02002468,935.15
E02002469,1207.14
E02002470,1088.73
E02002471,786.16
E02002472,686.80
E02002473,1406.90
E02002474,496.90
E02002475,3261.05
E02002476,635.00
E02002477,17.18
E02002478,142.58
E02002479,570.81
E02002480,879.65
E02002481,2375.35
E02002482,255.03
E02002483,338.75
E02002484,1392.62
E02002485,276.85
E02002487,5054.50
E02002488,140.57
E02002489,2282.19
E02002490,1362.81
E02002491,778.44
E02002492,279.82
E02002493,2798.54
E02002494,178.53
E02002496,10133.33
E02002497,740.53
E02002498,597.42
E02002499,670.86
E02002500,65.62
E02002501,25.20
E02002502,188.59
E02002503,1994.11
E02002504,24.15
E02002505,0.00
E02002506,1790.66
E02002507,298.48
E02002508,313.73
E02002509,0.00
E02002510,31.05
E02002512,0.00
E02002513,323.77
E02002514,1725.73
E02002515,2201.75
E02002516,484.35
E02002517,1510.23
E02002518,623.15
E02002519,629.95
E02002520,650.71
E02002521,1124.94
E02002523,0.00
E02002524,116.84
E02002525,146.90
E02002526,852.25
E02002527,144.39
E02002529,271.51
E02002530,977.72
E02002532,1266.21
E02002533,146.02
E02002534,974.43
E02002535,897.52
E02002536,1123.56
E02002537,1249.92
E02002538,443.94
E02002539,3666.78
E02002540,286.92
E02002541,220.36
E02002542,1572.92
E02002543,710.70
E02002544,1205.72
E02002545,337.16
E02002546,52.91
E02002547,970.42
E02002548,8490.37
E02002549,467.11
E02002550,38.81
E02002551,7477.59
E02002552,198.00
E02002553,78.30
E02002554,1746.64
E02002555,1202.52
E02002556,891.37
E02002557,408.30
E02002558,959.94
E02002559,5482.03
E02002560,172.26
E02002561,555.57
E02002562,1267.39
E02002563,134.82
E02002564,392.40
E02002565,126.20
E02002566,4331.93
E02002567,2017.89
E02002568,104.96
E02002569,1087.15
E02002570,1076.93
E02002571,1932.35
E02002572,700.74
E02002573,1822.56
E02002574,754.26
E02002575,465.58
E02002576,336.94
E02002577,971.54
E02002578,1128.42
E02002579,826.01
E02002580,6235.19
E02002581,1276.15
E02002582,4964.16
E02002583,3136.91
E02002584,443.65
E02002585,5338.39
E02002586,4302.54
E02002587,1246.31
E02002588,1808.43
E02002589,842.83
E02002590,1939.34
E02002591,527.22
E02002592,3444.48
E02002593,7689.76
E02002594,2319.27
E02002595,688.90
E02002596,569.22
E02002597,220.05
E02002598,11124.29
E02002599,3724.58
E02002600,1468.03
E02002601,279.70
E02002602,2389.38
E02002603,22340.14
E02002604,185.11
E02002605,900.04
E02002606,2768.02
E02002607,7508.06
E02002608,1316.16
E02002609,409.24
E02002610,1363.73
E02002611,395.65
E02002612,318.31
E02002613,1445.33
E02002614,36.00
E02002615,768.25
E02002616,162.34
E02002617,407.04
E02002618,35.82
E02002619,403.47
E02002620,6099.23
E02002621,1011.54
E02002622,1502.74
E02002623,1049.60
E02002624,1025.65
E02002625,3098.14
E02002626,135.12
E02002627,337.42
E02002628,414.16
E02002629,44.89
E02002630,1505.26
E02002631,194.39
E02002632,2293.38
E02002633,566.00
E02002634,1318.85
E02002635,556.02
E02002636,1879.38
E02002637,8.98
E02002638,1779.36
E02002639,135.05
E02002640,844.62
E02002641,1015.65
E02002642,2520.38
E02002643,149.55
E02002644,1576.85
E02002645,4207.08
E02002646,1473.02
E02002647,533.36
E02002648,69.55
E02002649,1744.00
E02002650,367.68
E02002651,288.94
E02002652,2263.40
E02002653,850.97
E02002654,68.28
E02002655,334.27
E02002656,738.50
E02002657,1250.90
E02002658,236.21
E02002659,341.25
E02002660,326.35
E02002661,465.66
E02002662,456.02
E02002663,2053.57
E02002664,97.25
E02002665,839.26
E02002666,612.60
E02002667,1487.56
E02002668,466.28
E02002669,30.97
E02002670,129.09
E02002671,2427.99
E02002672,1051.37
E02002673,81.29
E02002674,395.73
E02002675,761.53
E02002676,188.58
E02002677,2950.68
E02002678,93.73
E02002679,200.21
E02002680,9685.18
E02002681,7256.76
E02002682,343.73
E02002684,970.35
E02002685,2738.13
E02002686,1450.14
E02002687,2013.85
E02002688,715.76
E02002689,1789.79
E02002691,441.90
E02002692,871.30
E02002693,2680.76
E02002694,1672.34
E02002695,2355.01
E02002696,3319.85
E02002697,679.02
E02002698,1164.78
E02002699,798.48
E02002700,1424.83
E02002701,505.71
E02002702,3424.24
E02002703,2802.61
E02002704,1133.17
E02002705,3194.64
E02002706,771.44
E02002707,714.00
E02002708,598.70
E02002709,2864.34
E02002710,1387.79
E02002711,1831.64
E02002712,3292.81
E02002714,1036.78
E02002715,3190.82
E02002716,233.00
E02002717,1157.17
E02002718,1980.37
E02002719,2085.23
E02002720,913.79
E02002721,511.78
E02002722,1720.09
E02002723,4629.47
E02002724,978.17
E02002725,288.41
E02002726,2053.21
E02002727,1592.87
E02002728,2369.20
E02002729,2729.42
E02002730,0.00
E02002731,0.00
E02002732,11425.20
E02002733,439.63
E02002734,1419.41
E02002735,804.98
E02002736,733.91
E02002737,585.86
E02002738,0.00
E02002739,45.98
E02002740,650.46
E02002741,744.24
E02002742,1841.66
E02002743,96.13
E02002744,105.32
E02002745,1784.49
E02002746,200.25
E02002747,1031.43
E02002748,106.37
E02002749,2708.51
E02002750,186.87
E02002751,173.98
E02002752,2852.13
E02002753,3951.24
E02002754,299.46
E02002755,3097.44
E02002756,2211.60
E02002757,934.13
E02002758,4913.44
E02002759,1103.65
E02002760,2843.90
E02002761,320.21
E02002762,364.93
E02002763,1895.59
E02002764,896.47
E02002765,598.02
E02002766,543.67
E02002767,441.39
E02002768,1341.49
E02002769,242.33
E02002770,726.01
E02002771,89.29
E02002772,977.03
E02002773,460.14
E02002774,311.28
E02002775,1389.46
E02002776,7061.89
E02002777,6363.74
E02002778,1212.27
E02002779,1391.87
E02002780,847.75
E02002781,2021.31
E02002782,4489.61
E02002783,163.98
E02002784,7505.21
E02002785,1733.67
E02002786,815.96
E02002787,814.48
E02002788,3166.47
E02002789,792.18
E02002790,2371.25
E02002791,2083.21
E02002792,1324.33
E02002793,3546.09
E02002794,7247.70
E02002795,770.19
E02002796,360.46
E02002797,2613.58
E02002798,552.30
E02002799,4410.29
E02002800,1560.96
E02002801,483.43
E02002802,1876.69
E02002803,3548.21
E02002804,321.67
E02002805,169.11
E02002806,813.02
E02002807,3112.10
E02002808,5712.63
E02002809,5485.50
E02002810,535.18
E02002811,1437.86
E02002812,6229.05
E02002813,3411.74
E02002814,905.23
E02002815,272.35
E02002816,1180.36
E02002817,441.99
E02002818,1811.60
E02002819,11188.37
E02002820,1166.45
E02002821,5759.67
E02002822,188.64
E02002823,953.82
E02002824,8897.91
E02002825,752.26
E02002826,266.84
E02002827,2425.78
E02002828,2064.45
E02002829,1669.44
E02002830,4105.00
E02002831,482.44
E02002832,1191.65
E02002833,71.56
E02002834,6499.98
E02002835,2049.21
E02002836,1079.91
E02002837,91.82
E02002838,354.82
E02002839,272.62
E02002842,656.80
E02002843,145.87
E02002844,1201.60
E02002845,2807.35
E02002846,1519.59
E02002847,119.71
E02002848,23.61
E02002849,1099.71
E02002851,483.83
E02002852,784.71
E02002853,348.84
E02002854,516.71
E02002855,652.71
E02002856,3325.69
E02002857,1971.73
E02002858,274.96
E02002860,552.53
E02002861,278.79
E02002862,199.80
E02002863,15887.77
E02002864,1625.80
E02002865,2331.97
E02002866,1097.38
E02002867,1272.01
E02002868,974.91
E02002869,5100.70
E02002871,515.06
E02002872,3240.43
E02002873,116.33
E02002874,2199.28
E02002875,216.98
E02002876,1783.24
E02002877,860.16
E02002878,301.96
E02002879,1274.92
E02002880,87.11
E02002881,2115.19
E02002882,704.30
E02002883,831.46
E02002884,1010.02
E02002885,1165.72
E02002886,1008.63
E02002887,650.65
E02002888,591.77
E02002889,2218.04
E02002890,3340.62
E02002891,745.44
E02002892,521.49
E02002893,1163.44
E02002894,951.69
E02002895,2001.92
E02002896,2870.43
E02002897,1179.33
E02002898,13714.13
E02002899,2648.16
E02002901,538.78
E02002902,2125.54
E02002903,92.04
E02002904,163.64
E02002905,701.91
E02002906,460.14
E02002907,2061.94
E02002908,1906.78
E02002909,1537.24
E02002910,815.59
E02002911,1676.94
E02002912,599.92
E02002913,711.08
E02002914,5791.93
E02002915,1407.85
E02002916,4571.96
E02002917,996.73
E02002918,385.17
E02002919,1082.83
E02002920,2253.36
E02002921,235.91
E02002922,1273.10
E02002923,3086.76
E02002924,480.65
E02002925,3099.38
E02002926,2380.42
E02002927,1424.41
E02002928,85.08
E02002929,1435.34
E02002930,987.64
E02002931,1512.78
E02002932,1800.08
E02002933,318.26
E02002934,1486.72
E02002935,3503.84
E02002936,6266.95
E02002937,3469.98
E02002938,4376.38
E02002939,1684.71
E02002940,417.00
E02002941,728.25
E02002942,1052.12
E02002943,7711.75
E02002944,2942.04
E02002945,1740.88
E02002946,190.25
E02002947,110.60
E02002948,256.16
E02002949,1388.25
E02002950,1151.42
E02002951,134.98
E02002952,1278.07
E02002953,58.36
E02002954,138.64
E02002955,1181.79
E02002956,559.19
E02002957,358.11
E02002958,566.50
E02002959,917.39
E02002960,234.42
E02002961,986.49
E02002962,112.33
E02002963,809.37
E02002964,484.79
E02002965,10793.22
E02002966,2222.79
E02002967,277.48
E02002968,3210.94
E02002969,2776.19
E02002970,1399.72
E02002971,472.22
E02002972,1695.51
E02002973,2061.61
E02002974,116.58
E02002975,190.05
E02002976,3660.48
E02002977,51.50
E02002978,112.71
E02002979,256.40
E02002980,1138.72
E02002981,129.48
E02002982,1904.18
E02002983,2114.18
E02002984,546.53
E02002985,2250.41
E02002986,328.77
E02002987,1652.21
E02002988,406.98
E02002989,87.46
E02002990,524.98
E02002991,3198.72
E02002992,3230.05
E02002993,2052.35
E02002994,3345.55
E02002995,391.74
E02002996,3525.62
E02002997,1018.99
E02002998,149.51
E02002999,83.62
E02003000,1275.50
E02003001,1144.71
E02003002,344.75
E02003003,472.81
E02003004,1061.09
E02003005,1536.51
E02003006,2975.60
E02003007,1603.49
E02003008,874.51
E02003009,1149.71
E02003010,772.98
E02003011,226.48
E02003012,1041.56
E02003013,1764.41
E02003014,10864.11
E02003015,1800.95
E02003016,289.70
E02003017,593.96
E02003018,431.51
E02003019,3463.56
E02003020,620.62
E02003021,810.91
E02003022,697.09
E02003023,1445.47
E02003024,1249.23
E02003025,2881.72
E02003026,637.20
E02003027,587.17
E02003028,537.75
E02003029,104.73
E02003030,785.74
E02003031,175.47
E02003032,774.93
E02003033,262.89
E02003034,732.57
E02003036,494.70
E02003037,446.26
E02003038,214.70
E02003039,55.08
E02003040,556.31
E02003041,650.68
E02003043,4606.82
E02003044,230.09
E02003045,274.52
E02003046,1338.69
E02003047,1988.98
E02003048,267.51
E02003049,241.60
E02003050,2735.65
E02003051,308.17
E02003052,783.42
E02003053,276.90
E02003054,3913.27
E02003055,234.95
E02003056,581.68
E02003057,1607.17
E02003058,2532.92
E02003059,1829.13
E02003060,650.88
E02003061,164.06
E02003062,52.15
E02003063,574.03
E02003064,647.95
E02003065,3009.20
E02003066,1382.53
E02003067,1950.04
E02003068,39654.48
E02003069,1171.37
E02003070,38445.52
E02003071,2032.03
E02003072,1444.94
E02003073,1090.26
E02003074,791.35
E02003075,2920.51
E02003076,1540.26
E02003077,19783.72
E02003078,3356.45
E02003079,622.07
E02003080,589.63
E02003081,225.41
E02003082,544.97
