msoa11cd,Representative ULEVs
E02004687,276.0
E02004688,328.0
E02004689,682.0
E02004690,328.0
E02004691,1461.0
E02004692,198.0
E02004693,198.0
E02004694,716.0
E02004695,276.0
E02004696,556.0
E02004697,1088.0
E02004698,378.0
E02004699,378.0
E02004700,825.0
E02004702,180.0
E02004703,530.0
E02004704,658.0
E02004705,394.0
E02004706,715.0
E02004707,968.0
E02004708,394.0
E02004709,196.0
E02004710,475.0
E02004712,295.0
E02004713,961.0
E02004714,628.0
E02004715,333.0
E02004716,333.0
E02004717,1016.0
E02004718,628.0
E02004719,816.0
E02004720,954.0
E02004721,483.0
E02004722,610.0
E02004723,762.0
E02004724,889.0
E02004725,394.0
E02004726,394.0
E02004727,588.0
E02004728,781.0
E02004729,194.0
E02004730,672.0
E02004731,587.0
E02004732,587.0
E02004733,781.0
E02004734,424.0
E02004735,387.0
E02004736,285.0
E02004737,672.0
E02004738,231.0
E02004739,338.0
E02004740,338.0
E02004741,145.0
E02004742,145.0
E02004743,258.0
E02004744,145.0
E02004745,258.0
E02004746,145.0
E02004747,258.0
E02004748,113.0
E02004749,258.0
E02004750,113.0
E02004751,147.0
E02004752,488.0
E02004753,708.0
E02004754,1055.0
E02004755,1201.0
E02004756,928.0
E02004757,378.0
E02004758,1249.0
E02004759,378.0
E02004760,730.0
E02004761,556.0
E02004764,475.0
E02004765,279.0
E02004766,279.0
E02004767,298.0
E02004768,279.0
E02004769,298.0
E02004770,298.0
E02004771,298.0
E02004772,7226.0
E02004774,554.0
E02004775,428.0
E02004776,126.0
E02004777,126.0
E02004778,126.0
E02004779,396.0
E02004780,242.0
E02004781,307.0
E02004782,242.0
E02004783,242.0
E02004784,529.0
E02004785,857.0
E02004786,438.0
E02004787,196.0
E02004788,922.0
E02004789,196.0
E02004790,267.0
E02004791,196.0
E02004792,273.0
E02004793,557.0
E02004794,628.0
E02004795,865.0
E02004796,838.0
E02004797,347.0
E02004798,130.0
E02004799,130.0
E02004800,477.0
E02004801,347.0
E02004802,648.0
E02004803,424.0
E02004804,424.0
E02004805,424.0
E02004806,424.0
E02004807,424.0
E02004808,3611.0
E02004809,3822.0
E02004810,3398.0
E02004811,3187.0
E02004812,3398.0
E02004813,3398.0
E02004814,504.0
E02004815,504.0
E02004816,504.0
E02004817,532.0
E02004818,504.0
E02004819,504.0
E02004820,570.0
E02004821,967.0
E02004822,633.0
E02004823,287.0
E02004824,287.0
E02004825,915.0
E02004826,548.0
E02004827,295.0
E02004828,1206.0
E02004829,303.0
E02004830,776.0
E02004831,918.0
E02004832,1127.0
E02004833,615.0
E02004834,1001.0
E02004835,615.0
E02004836,615.0
E02004837,1500.0
E02004838,919.0
E02004839,1116.0
E02004840,337.0
E02004841,731.0
E02004842,923.0
E02004843,258.0
E02004844,109.0
E02004845,239.0
E02004846,239.0
E02004847,310.0
E02004848,441.0
E02004849,440.0
E02004850,180.0
E02004851,311.0
E02004852,180.0
E02004853,311.0
E02004854,180.0
E02004855,530.0
E02004856,1228.0
E02004857,237.0
E02004858,237.0
E02004859,599.0
E02004860,288.0
E02004861,1054.0
E02004862,288.0
E02004863,288.0
E02004864,529.0
E02004865,455.0
E02004866,529.0
E02004867,362.0
E02004868,1071.0
E02004869,529.0
E02004870,709.0
E02004871,167.0
E02004872,542.0
E02004873,709.0
E02004874,542.0
E02004875,254.0
E02004876,860.0
E02004877,504.0
E02004878,118.0
E02004879,1138.0
E02004880,660.0
E02004881,418.0
E02004882,418.0
E02004883,417.0
E02004884,628.0
E02004885,628.0
E02004886,883.0
E02004887,1096.0
E02004888,850.0
E02004889,209.0
E02004890,451.0
E02004891,589.0
E02004892,231.0
E02004893,149.0
E02004894,380.0
E02004895,685.0
E02004896,997.0
E02004897,685.0
E02004898,309.0
E02004899,1994.0
E02004900,989.0
E02004901,487.0
E02004902,761.0
E02004903,488.0
E02004904,487.0
E02004905,998.0
E02004906,487.0
E02004907,414.0
E02004908,1413.0
E02004909,428.0
E02004910,428.0
E02004911,250.0
E02004912,98.0
E02004913,1675.0
E02004914,662.0
E02004915,250.0
E02004916,583.0
E02004917,348.0
E02004918,618.0
E02004919,333.0
E02004920,618.0
E02004921,333.0
E02004922,920.0
E02004923,1404.0
E02004924,493.0
E02004925,493.0
E02004926,493.0
E02004927,1680.0
E02004928,855.0
E02004929,1625.0
E02004930,682.0
E02004931,320.0
E02004932,362.0
E02004933,1051.0
E02004934,369.0
E02004935,731.0
E02004936,1772.0
E02004937,731.0
E02004938,689.0
E02004939,917.0
E02004940,597.0
E02004941,822.0
E02004942,502.0
E02004943,559.0
E02004944,262.0
E02004945,262.0
E02004946,448.0
E02004947,284.0
E02004948,448.0
E02004949,262.0
E02004950,186.0
E02004951,448.0
E02004952,186.0
E02004953,186.0
E02004954,1066.0
E02004955,186.0
E02004956,504.0
E02004957,331.0
E02004958,1266.0
E02004959,534.0
E02004960,534.0
E02004961,8066.0
E02004962,534.0
E02004963,8065.0
E02004964,1216.0
E02004965,644.0
E02004966,8436.0
E02004967,163.0
E02004968,354.0
E02004969,354.0
E02004970,237.0
E02004971,582.0
E02004972,582.0
E02004973,345.0
E02004974,345.0
E02004975,8294.0
E02004976,7877.0
E02004977,7532.0
E02004978,8778.0
E02004979,8174.0
E02004980,656.0
E02004981,1217.0
E02004982,386.0
E02004983,210.0
E02004984,454.0
E02004985,596.0
E02004986,596.0
E02004987,210.0
E02004988,210.0
E02004989,523.0
E02004990,740.0
E02004991,381.0
E02004992,498.0
E02004993,701.0
E02004994,661.0
E02004995,530.0
E02004996,662.0
E02004997,960.0
E02004998,364.0
E02004999,539.0
E02005000,764.0
E02005001,199.0
E02005002,175.0
E02005003,175.0
E02005004,374.0
E02005005,632.0
E02005006,404.0
E02005007,268.0
E02005008,334.0
E02005009,164.0
E02005010,151.0
E02005011,374.0
E02005012,151.0
E02005013,329.0
E02005014,329.0
E02005015,151.0
E02005016,178.0
E02005017,178.0
E02005018,178.0
E02005019,808.0
E02005020,693.0
E02005021,757.0
E02005022,223.0
E02005023,747.0
E02005025,747.0
E02005026,589.0
E02005027,586.0
E02005028,437.0
E02005029,294.0
E02005030,1110.0
E02005031,123.0
E02005032,640.0
E02005033,271.0
E02005034,640.0
E02005035,640.0
E02005036,640.0
E02005037,1017.0
E02005038,848.0
E02005039,725.0
E02005040,464.0
E02005041,296.0
E02005042,339.0
E02005043,133.0
E02005044,181.0
E02005045,181.0
E02005046,525.0
E02005047,133.0
E02005048,530.0
E02005049,223.0
E02005050,180.0
E02005051,180.0
E02005052,180.0
E02005053,90.0
E02005054,270.0
E02005055,171.0
E02005056,367.0
E02005057,505.0
E02005058,171.0
E02005059,367.0
E02005060,171.0
E02005061,196.0
E02005062,196.0
E02005063,505.0
E02005064,985.0
E02005065,196.0
E02005066,261.0
E02005067,705.0
E02005068,1081.0
E02005069,242.0
E02005070,167.0
E02005071,990.0
E02005072,242.0
E02005073,673.0
E02005074,506.0
E02005075,167.0
E02005076,431.0
E02005077,506.0
E02005078,925.0
E02005079,494.0
E02005080,264.0
E02005081,793.0
E02005082,1178.0
E02005083,494.0
E02005084,637.0
E02005085,856.0
E02005086,383.0
E02005087,326.0
E02005088,123.0
E02005089,808.0
E02005090,632.0
E02005091,702.0
E02005093,841.0
E02005094,1403.0
E02005095,626.0
E02005096,973.0
E02005097,602.0
E02005098,1176.0
E02005099,966.0
E02005100,146.0
E02005101,809.0
E02005102,742.0
E02005103,169.0
E02005104,361.0
E02005105,151.0
E02005106,361.0
E02005107,271.0
E02005109,336.0
E02005110,424.0
E02005111,192.0
E02005112,687.0
E02005113,115.0
E02005114,115.0
E02005115,117.0
E02005116,117.0
E02005117,109.0
E02005118,109.0
E02005119,117.0
E02005120,109.0
E02005121,332.0
E02005122,382.0
E02005123,332.0
E02005124,332.0
E02005125,332.0
E02005126,332.0
E02005127,332.0
E02005128,173.0
E02005129,165.0
E02005130,828.0
E02005131,388.0
E02005132,128.0
E02005133,353.0
E02005134,376.0
E02005135,222.0
E02005136,151.0
E02005137,282.0
E02005138,222.0
E02005139,353.0
E02005140,154.0
E02005141,237.0
E02005142,366.0
E02005143,237.0
E02005144,167.0
E02005145,485.0
E02005146,167.0
E02005147,83.0
E02005148,167.0
E02005149,545.0
E02005150,1154.0
E02005151,469.0
E02005153,636.0
E02005154,574.0
E02005155,587.0
E02005156,565.0
E02005157,295.0
E02005158,666.0
E02005159,416.0
E02005160,1545.0
E02005161,532.0
E02005162,744.0
E02005163,616.0
E02005164,1110.0
E02005165,744.0
E02005166,474.0
E02005167,616.0
E02005168,275.0
E02005169,541.0
E02005170,538.0
E02005171,746.0
E02005172,696.0
E02005173,541.0
E02005174,302.0
E02005175,302.0
E02005176,108.0
E02005177,242.0
E02005178,320.0
E02005179,134.0
E02005180,134.0
E02005181,212.0
E02005182,186.0
E02005183,186.0
E02005184,255.0
E02005185,212.0
E02005186,212.0
E02005189,417.0
E02005190,599.0
E02005191,587.0
E02005192,559.0
E02005193,559.0
E02005194,559.0
E02005195,1171.0
E02005196,339.0
E02005197,559.0
E02005198,559.0
E02005199,924.0
E02005200,339.0
E02005201,339.0
E02005202,741.0
E02005203,1326.0
E02005204,406.0
E02005205,406.0
E02005206,383.0
E02005207,383.0
E02005208,221.0
E02005209,627.0
E02005210,221.0
E02005211,221.0
E02005212,590.0
E02005213,166.0
E02005214,441.0
E02005215,166.0
E02005216,166.0
E02005217,166.0
E02005218,166.0
E02005219,166.0
E02005220,441.0
E02005221,238.0
E02005222,355.0
E02005223,457.0
E02005224,50.0
E02005225,419.0
E02005226,165.0
E02005228,165.0
E02005229,165.0
E02005230,353.0
E02005231,188.0
E02005233,188.0
E02005234,333.0
E02005235,188.0
E02005236,115.0
E02005237,333.0
E02005238,188.0
E02005239,627.0
E02005240,140.0
E02005241,743.0
E02005242,345.0
E02005243,76.0
E02005244,76.0
E02005245,140.0
E02005246,76.0
E02005247,343.0
E02005248,209.0
E02005249,209.0
E02005250,209.0
E02005251,241.0
E02005252,453.0
E02005253,685.0
E02005254,1091.0
E02005255,1091.0
E02005256,391.0
E02005257,391.0
E02005258,997.0
E02005259,591.0
E02005260,391.0
E02005261,788.0
E02005262,997.0
E02005263,591.0
E02005264,591.0
E02005265,797.0
E02005266,591.0
E02005267,200.0
E02005268,788.0
E02005269,1291.0
E02005270,947.0
E02005271,265.0
E02005272,265.0
E02005273,559.0
E02005274,449.0
E02005275,294.0
E02005276,315.0
E02005277,801.0
E02005278,288.0
E02005279,376.0
E02005280,78.0
E02005281,210.0
E02005284,1233.0
E02005285,586.0
E02005286,207.0
E02005287,200.0
E02005288,579.0
E02005289,200.0
E02005290,397.0
E02005291,397.0
E02005292,397.0
E02005293,197.0
E02005294,197.0
E02005295,397.0
E02005296,406.0
E02005297,690.0
E02005298,860.0
E02005299,454.0
E02005300,454.0
E02005301,454.0
E02005302,706.0
E02005303,454.0
E02005304,406.0
E02005305,711.0
E02005306,1039.0
E02005307,142.0
E02005308,896.0
E02005309,291.0
E02005310,291.0
E02005311,940.0
E02005312,398.0
E02005313,256.0
E02005314,256.0
E02005315,149.0
E02005316,256.0
E02005317,256.0
E02005318,543.0
E02005319,70.0
E02005320,70.0
E02005321,223.0
E02005322,445.0
E02005323,517.0
E02005324,1045.0
E02005325,294.0
E02005326,153.0
E02005327,700.0
E02005328,153.0
E02005329,679.0
E02005330,304.0
E02005331,151.0
E02005332,243.0
E02005334,337.0
E02005335,629.0
E02005336,3428.0
E02005337,543.0
E02005338,2272.0
E02005339,498.0
E02005340,1874.0
E02005341,832.0
E02005342,798.0
E02005343,437.0
E02005344,2052.0
E02005345,796.0
E02005346,796.0
E02005347,796.0
E02005348,315.0
E02005349,1123.0
E02005350,481.0
E02005351,315.0
E02005352,1306.0
E02005353,796.0
E02005354,315.0
E02005355,481.0
E02005356,481.0
E02005357,481.0
E02005358,851.0
E02005359,596.0
E02005360,1239.0
E02005361,370.0
E02005362,370.0
E02005363,772.0
E02005364,402.0
E02005365,772.0
E02005366,370.0
E02005368,1458.0
E02005369,1771.0
E02005370,292.0
E02005371,1989.0
E02005372,1546.0
E02005373,1235.0
E02005374,649.0
E02005375,315.0
E02005376,920.0
E02005377,789.0
E02005378,398.0
E02005379,353.0
E02005380,758.0
E02005381,292.0
E02005382,629.0
E02005383,292.0
E02005384,999.0
E02005385,592.0
E02005386,1469.0
E02005387,300.0
E02005388,300.0
E02005389,300.0
E02005390,300.0
E02005391,655.0
E02005392,254.0
E02005393,510.0
E02005394,254.0
E02005395,114.0
E02005396,988.0
E02005397,879.0
E02005398,1232.0
E02005399,214.0
E02005400,388.0
E02005401,1418.0
E02005402,214.0
E02005403,388.0
E02005404,520.0
E02005405,869.0
E02005406,388.0
E02005407,388.0
E02005408,666.0
E02005409,388.0
E02005412,1437.0
E02005414,437.0
E02005415,437.0
E02005416,437.0
E02005417,218.0
E02005418,133.0
E02005419,283.0
E02005420,133.0
E02005422,617.0
E02005423,420.0
E02005424,550.0
E02005425,245.0
E02005426,143.0
E02005427,143.0
E02005428,183.0
E02005429,75.0
E02005430,438.0
E02005431,303.0
E02005432,271.0
E02005433,127.0
E02005434,107.0
E02005435,54.0
E02005436,170.0
E02005437,92.0
E02005438,647.0
E02005439,351.0
E02005440,224.0
E02005441,351.0
E02005442,352.0
E02005443,176.0
E02005444,352.0
E02005445,237.0
E02005446,1122.0
E02005447,885.0
E02005448,330.0
E02005449,1061.0
E02005450,330.0
E02005451,490.0
E02005452,490.0
E02005453,379.0
E02005455,668.0
E02005456,709.0
E02005457,440.0
E02005458,841.0
E02005459,614.0
E02005460,567.0
E02005461,320.0
E02005462,188.0
E02005463,188.0
E02005464,472.0
E02005465,265.0
E02005466,222.0
E02005467,222.0
E02005468,222.0
E02005469,806.0
E02005470,200.0
E02005471,422.0
E02005472,511.0
E02005473,200.0
E02005474,625.0
E02005475,492.0
E02005476,481.0
E02005477,685.0
E02005478,171.0
E02005479,572.0
E02005480,171.0
E02005481,171.0
E02005482,670.0
E02005483,302.0
E02005484,368.0
E02005485,114.0
E02005486,114.0
E02005487,687.0
E02005488,470.0
E02005489,470.0
E02005490,238.0
E02005491,238.0
E02005492,450.0
E02005493,276.0
E02005494,354.0
E02005495,172.0
E02005496,665.0
E02005497,172.0
E02005498,348.0
E02005499,554.0
E02005500,530.0
E02005501,237.0
E02005502,202.0
E02005503,382.0
E02005504,493.0
E02005505,183.0
E02005506,338.0
E02005507,416.0
E02005508,399.0
E02005509,149.0
E02005510,236.0
E02005511,102.0
E02005512,422.0
E02005513,171.0
E02005514,477.0
E02005515,171.0
E02005516,312.0
E02005517,102.0
E02005518,204.0
E02005519,102.0
E02005520,230.0
E02005521,542.0
E02005522,357.0
E02005523,246.0
E02005524,246.0
E02005525,215.0
E02005526,215.0
E02005527,331.0
E02005528,384.0
E02005529,257.0
E02005530,153.0
E02005531,605.0
E02005532,2060.0
E02005533,331.0
E02005534,144.0
E02005535,453.0
E02005536,348.0
E02005537,260.0
E02005538,98.0
E02005539,358.0
E02005540,56.0
E02005541,56.0
E02005542,267.0
E02005543,169.0
E02005544,267.0
E02005545,113.0
E02005546,113.0
E02005547,113.0
E02005548,113.0
E02005549,113.0
E02005550,113.0
E02005551,29.0
E02005552,334.0
E02005553,121.0
E02005554,188.0
E02005555,273.0
E02005556,181.0
E02005557,181.0
E02005558,73.0
E02005559,181.0
E02005560,181.0
E02005561,673.0
E02005562,277.0
E02005563,289.0
E02005564,426.0
E02005565,232.0
E02005566,229.0
E02005567,149.0
E02005568,469.0
E02005569,293.0
E02005570,149.0
E02005571,211.0
E02005572,71.0
E02005573,78.0
E02005574,182.0
E02005575,320.0
E02005576,329.0
E02005577,209.0
E02005578,311.0
E02005579,486.0
E02005580,113.0
E02005581,448.0
E02005582,225.0
E02005583,225.0
E02005584,506.0
E02005585,391.0
E02005586,209.0
E02005587,353.0
E02005588,78.0
E02005589,516.0
E02005590,487.0
E02005592,285.0
E02005593,363.0
E02005594,494.0
E02005595,285.0
E02005596,256.0
E02005597,288.0
E02005598,482.0
E02005599,265.0
E02005600,355.0
E02005601,320.0
E02005602,581.0
E02005603,139.0
E02005604,325.0
E02005605,645.0
E02005606,724.0
E02005607,331.0
E02005608,239.0
E02005609,248.0
E02005610,391.0
E02005611,271.0
E02005612,602.0
E02005613,167.0
E02005614,547.0
E02005615,287.0
E02005616,287.0
E02005617,120.0
E02005619,1931.0
E02005620,420.0
E02005621,956.0
E02005622,850.0
E02005623,873.0
E02005624,260.0
E02005625,260.0
E02005626,260.0
E02005627,1195.0
E02005628,260.0
E02005629,938.0
E02005630,1087.0
E02005631,579.0
E02005632,418.0
E02005633,158.0
E02005634,401.0
E02005635,335.0
E02005636,569.0
E02005637,177.0
E02005638,177.0
E02005639,2380.0
E02005640,680.0
E02005641,345.0
E02005642,85.0
E02005643,1527.0
E02005644,1527.0
E02005645,1787.0
E02005646,1442.0
E02005647,1442.0
E02005648,1442.0
E02005649,2365.0
E02005650,117.0
E02005651,336.0
E02005652,117.0
E02005653,336.0
E02005654,336.0
E02005655,509.0
E02005656,336.0
E02005657,453.0
E02005658,117.0
E02005659,336.0
E02005660,1119.0
E02005661,509.0
E02005662,626.0
E02005663,184.0
E02005664,626.0
E02005665,336.0
E02005666,184.0
E02005667,184.0
E02005668,184.0
E02005669,509.0
E02005670,2089.0
E02005671,509.0
E02005672,173.0
E02005673,184.0
E02005674,853.0
E02005675,344.0
E02005676,344.0
E02005677,763.0
E02005678,528.0
E02005679,344.0
E02005680,344.0
E02005681,590.0
E02005682,1187.0
E02005683,859.0
E02005684,515.0
E02005685,269.0
E02005686,1231.0
E02005687,1392.0
E02005688,425.0
E02005689,174.0
E02005690,174.0
E02005691,1279.0
E02005692,1081.0
E02005693,401.0
E02005694,243.0
E02005695,465.0
E02005696,243.0
E02005697,243.0
E02005698,243.0
E02005699,243.0
E02005700,1467.0
E02005701,711.0
E02005702,309.0
E02005703,159.0
E02005704,309.0
E02005705,587.0
E02005706,68.0
E02005707,94.0
E02005708,335.0
E02005709,132.0
E02005710,132.0
E02005711,132.0
E02005712,182.0
E02005713,132.0
E02005714,162.0
E02005715,162.0
E02005716,162.0
E02005717,589.0
E02005718,162.0
E02005719,518.0
E02005720,396.0
E02005721,230.0
E02005722,882.0
E02005723,396.0
E02005724,230.0
E02005725,336.0
E02005726,345.0
E02005727,767.0
E02005728,196.0
E02005729,300.0
E02005730,128.0
E02005731,194.0
E02005732,618.0
E02005733,243.0
E02005734,86.0
E02005735,76.0
E02005736,76.0
E02005737,328.0
E02005738,290.0
E02005739,302.0
E02005740,204.0
E02005741,302.0
E02005742,277.0
E02005743,251.0
E02005744,251.0
E02005745,1065.0
E02005746,205.0
E02005747,251.0
E02005748,674.0
E02005749,534.0
E02005750,142.0
E02005751,374.0
E02005752,493.0
E02005753,240.0
E02005754,252.0
E02005755,317.0
E02005756,504.0
E02005757,100.0
E02005758,240.0
E02005759,667.0
E02005760,767.0
E02005761,164.0
E02005762,164.0
E02005763,1156.0
E02005764,164.0
E02005765,856.0
E02005766,533.0
E02005767,880.0
E02005768,710.0
E02005769,170.0
E02005770,177.0
E02005771,710.0
E02005772,703.0
E02005773,1043.0
E02005774,510.0
E02005775,510.0
E02005776,908.0
E02005777,1213.0
E02005778,1539.0
E02005779,1043.0
E02005780,1043.0
E02005781,1557.0
E02005782,486.0
E02005783,156.0
E02005784,95.0
E02005785,156.0
E02005786,258.0
E02005787,363.0
E02005788,282.0
E02005789,269.0
E02005790,744.0
E02005791,451.0
E02005794,597.0
E02005795,91.0
E02005796,109.0
E02005797,91.0
E02005798,302.0
E02005799,211.0
E02005800,250.0
E02005801,70.0
E02005802,140.0
E02005803,70.0
E02005804,140.0
E02005805,109.0
E02005806,140.0
E02005807,211.0
E02005808,344.0
E02005809,102.0
E02005810,826.0
E02005811,301.0
E02005812,253.0
E02005813,203.0
E02005814,594.0
E02005815,203.0
E02005816,498.0
E02005817,513.0
E02005818,686.0
E02005819,374.0
E02005820,230.0
E02005821,230.0
E02005822,230.0
E02005823,230.0
E02005824,230.0
E02005825,452.0
E02005826,230.0
E02005827,803.0
E02005828,803.0
E02005829,570.0
E02005830,321.0
E02005831,362.0
E02005832,252.0
E02005833,252.0
E02005834,362.0
E02005835,466.0
E02005836,537.0
E02005837,521.0
E02005838,382.0
E02005839,174.0
E02005840,156.0
E02005842,174.0
E02005843,255.0
E02005844,174.0
E02005846,255.0
E02005847,255.0
E02005848,496.0
E02005849,538.0
E02005850,321.0
E02005851,321.0
E02005852,321.0
E02005853,573.0
E02005856,612.0
E02005857,342.0
E02005858,612.0
E02005859,342.0
E02005860,962.0
E02005861,342.0
E02005862,342.0
E02005863,342.0
E02005864,574.0
E02005865,904.0
E02005866,757.0
E02005868,338.0
E02005869,555.0
E02005870,338.0
E02005871,555.0
E02005872,554.0
E02005873,555.0
E02005874,387.0
E02005875,387.0
E02005876,337.0
E02005877,387.0
E02005878,387.0
E02005879,790.0
E02005880,253.0
E02005881,211.0
E02005882,144.0
E02005883,530.0
E02005884,366.0
E02005885,144.0
E02005886,463.0
E02005887,530.0
E02005888,222.0
E02005889,596.0
E02005890,366.0
E02005891,463.0
E02005892,222.0
E02005893,186.0
E02005894,283.0
E02005895,446.0
E02005896,887.0
E02005897,532.0
E02005898,319.0
E02005899,649.0
E02005900,268.0
E02005901,389.0
E02005902,203.0
E02005903,203.0
E02005904,667.0
E02005905,249.0
E02005906,382.0
E02005907,557.0
E02005908,557.0
E02005909,620.0
E02005910,620.0
E02005911,1143.0
E02005912,873.0
E02005913,973.0
E02005914,353.0
E02005915,697.0
E02005916,186.0
E02005917,974.0
E02005918,353.0
E02005919,1030.0
E02005920,667.0
E02005921,1227.0
E02005922,971.0
E02005923,282.0
E02005924,1227.0
E02005925,282.0
E02005926,282.0
E02005927,282.0
E02005928,1227.0
E02005929,516.0
E02005930,1999.0
E02005931,2910.0
E02005932,1342.0
E02005933,2143.0
E02005934,1342.0
E02005935,1342.0
E02005936,3355.0
E02005937,312.0
E02005938,253.0
E02005939,1376.0
E02005940,489.0
E02005941,489.0
E02005942,489.0
E02005943,736.0
E02005944,247.0
E02005945,247.0
E02005946,247.0
E02005947,1010.0
E02005948,675.0
E02005949,247.0
E02005950,898.0
E02005951,651.0
E02005952,825.0
E02005953,651.0
E02005954,465.0
E02005955,913.0
E02005956,465.0
E02005957,465.0
E02005958,232.0
E02005959,1553.0
E02005960,151.0
E02005961,607.0
E02005962,534.0
E02005963,1807.0
E02005964,579.0
E02005965,985.0
E02005966,374.0
E02005967,374.0
E02005968,1260.0
E02005969,315.0
E02005970,374.0
E02005971,374.0
E02005972,1152.0
E02005973,419.0
E02005974,419.0
E02005975,1545.0
E02005976,767.0
E02005977,767.0
E02005978,1195.0
E02005979,675.0
E02005980,780.0
E02005981,389.0
E02005982,389.0
E02005983,594.0
E02005984,563.0
E02005985,389.0
E02005986,133.0
E02005987,1193.0
E02005988,225.0
E02005991,225.0
E02005992,988.0
E02005993,260.0
E02005994,1561.0
E02005995,439.0
E02005996,1587.0
E02005997,575.0
E02005998,575.0
E02005999,901.0
E02006000,462.0
E02006001,462.0
E02006002,462.0
E02006003,462.0
E02006004,1222.0
E02006005,179.0
E02006006,179.0
E02006007,699.0
E02006008,868.0
E02006009,479.0
E02006010,297.0
E02006011,201.0
E02006012,201.0
E02006013,731.0
E02006014,270.0
E02006015,167.0
E02006016,489.0
E02006017,258.0
E02006018,134.0
E02006019,169.0
E02006020,532.0
E02006021,329.0
E02006022,515.0
E02006023,305.0
E02006024,228.0
E02006025,330.0
E02006026,448.0
E02006027,279.0
E02006028,727.0
E02006029,325.0
E02006030,325.0
E02006031,156.0
E02006032,77.0
E02006033,734.0
E02006034,332.0
E02006035,565.0
E02006036,254.0
E02006037,332.0
E02006038,837.0
E02006039,332.0
E02006040,725.0
E02006041,440.0
E02006042,88.0
E02006043,495.0
E02006044,209.0
E02006045,112.0
E02006046,202.0
E02006047,1379.0
E02006048,505.0
E02006049,239.0
E02006050,239.0
E02006051,610.0
E02006052,705.0
E02006053,239.0
E02006054,160.0
E02006055,119.0
E02006056,671.0
E02006057,141.0
E02006058,335.0
E02006059,810.0
E02006060,141.0
E02006061,683.0
E02006062,377.0
E02006063,514.0
E02006064,163.0
E02006065,163.0
E02006066,336.0
E02006067,71.0
E02006068,152.0
E02006069,315.0
E02006070,244.0
E02006071,223.0
E02006072,325.0
E02006073,152.0
E02006074,597.0
E02006075,424.0
E02006076,336.0
E02006077,171.0
E02006078,175.0
E02006079,468.0
E02006080,457.0
E02006081,369.0
E02006082,291.0
E02006083,259.0
E02006084,201.0
E02006085,137.0
E02006086,367.0
E02006087,286.0
E02006088,218.0
E02006089,218.0
E02006090,367.0
E02006091,387.0
E02006092,230.0
E02006093,296.0
E02006094,268.0
E02006095,46.0
E02006096,102.0
E02006097,102.0
E02006098,328.0
E02006099,362.0
E02006100,217.0
E02006101,250.0
E02006102,146.0
E02006103,537.0
E02006104,309.0
E02006105,590.0
E02006106,454.0
E02006107,309.0
E02006108,163.0
E02006109,549.0
E02006110,105.0
E02006111,250.0
E02006112,626.0
E02006113,85.0
E02006114,95.0
E02006115,255.0
E02006116,489.0
E02006117,465.0
E02006118,360.0
E02006119,186.0
E02006120,186.0
E02006121,174.0
E02006122,521.0
E02006123,360.0
E02006124,521.0
E02006125,521.0
E02006126,521.0
E02006127,521.0
E02006128,521.0
E02006129,347.0
E02006130,490.0
E02006131,636.0
E02006132,109.0
E02006133,109.0
E02006134,511.0
E02006135,258.0
E02006136,954.0
E02006137,258.0
E02006138,411.0
E02006139,153.0
E02006140,243.0
E02006141,501.0
E02006142,90.0
E02006143,411.0
E02006144,90.0
E02006145,411.0
E02006146,186.0
E02006147,640.0
E02006148,537.0
E02006149,385.0
E02006150,540.0
E02006151,203.0
E02006152,385.0
E02006153,687.0
E02006154,763.0
E02006155,155.0
E02006156,889.0
E02006157,542.0
E02006158,410.0
E02006159,254.0
E02006160,254.0
E02006161,749.0
E02006162,670.0
E02006163,495.0
E02006164,339.0
E02006165,339.0
E02006166,611.0
E02006167,339.0
E02006168,865.0
E02006169,416.0
E02006170,635.0
E02006171,339.0
E02006172,611.0
E02006173,550.0
E02006174,811.0
E02006175,946.0
E02006176,410.0
E02006177,399.0
E02006178,52.0
E02006179,306.0
E02006180,433.0
E02006181,304.0
E02006182,316.0
E02006183,316.0
E02006184,205.0
E02006185,301.0
E02006186,845.0
E02006187,740.0
E02006188,410.0
E02006189,1027.0
E02006190,157.0
E02006191,444.0
E02006192,504.0
E02006193,314.0
E02006194,153.0
E02006195,647.0
E02006196,153.0
E02006197,344.0
E02006198,505.0
E02006199,657.0
E02006200,191.0
E02006201,526.0
E02006202,374.0
E02006203,191.0
E02006204,520.0
E02006205,766.0
E02006206,78.0
E02006207,861.0
E02006208,160.0
E02006209,314.0
E02006210,693.0
E02006211,355.0
E02006212,374.0
E02006213,253.0
E02006214,126.0
E02006215,657.0
E02006216,235.0
E02006217,140.0
E02006218,537.0
E02006219,375.0
E02006220,537.0
E02006221,537.0
E02006222,397.0
E02006223,375.0
E02006224,235.0
E02006225,235.0
E02006226,235.0
E02006227,869.0
E02006228,608.0
E02006229,266.0
E02006230,112.0
E02006231,462.0
E02006232,521.0
E02006233,266.0
E02006234,266.0
E02006235,1051.0
E02006236,419.0
E02006237,94.0
E02006238,246.0
E02006239,277.0
E02006240,822.0
E02006241,165.0
E02006242,442.0
E02006243,277.0
E02006245,209.0
E02006246,209.0
E02006247,290.0
E02006248,176.0
E02006249,385.0
E02006250,209.0
E02006251,1416.0
E02006252,474.0
E02006253,369.0
E02006254,287.0
E02006255,193.0
E02006256,287.0
E02006257,78.0
E02006258,325.0
