MSOA,Name,index-of-transport-accessibility,ulev,estimated-parking-capacity,evhs,chargepoints,distribution-centres,supermarket,warehouse
E02003940,"St Breward",0,279.0,1550.91,22.956,3,0.00,0.00,0.00
E02003941,"Bodmin East",0,125.0,3957.85,20.315,4,0.00,14624.92,0.00
E02003942,"Bodmin West",0,125.0,948.16,11.413,1,0.00,3038.35,0.00
E02003943,"St Ives & Halsetown",0,50.0,1971.43,15.016,2,0.00,2626.69,0.00
E02003944,"Hayle",0,64.0,2162.48,14.796,0,0.00,11639.95,4496.32
E02003945,"Towednack",0,171.0,740.49,10.382,0,0.00,0.00,0.00
E02003946,"Marazion",0,253.0,6691.43,11.969,4,0.00,319.66,0.00
E02003947,"West Penwith & St Buryan",0,194.0,2937.70,15.331,0,0.00,5075.98,898.46
E02003948,"Penzance North",0,95.0,815.47,4.684,4,0.00,11763.38,0.00
E02003949,"Penzance Quay",0,216.0,1012.33,9.388,0,0.00,960.25,0.00
E02003950,"St Just & Land's End",0,99.0,4228.69,11.278,1,0.00,369.43,1576.28
E02003951,"Penzance South & Newlyn",0,137.0,967.51,7.757,0,0.00,3589.98,1677.42
E02003952,"St Columb Minor & Porth",0,167.0,4255.60,19.039,0,0.00,9613.81,2449.99
E02003953,"St Columb Major & St Mawgan",0,352.0,4063.55,30.542,12,0.00,127.08,39029.46
E02003954,"Newquay West",0,203.0,3860.40,26.030,3,0.00,3106.06,0.00
E02003955,"Newquay East",0,167.0,1376.03,13.610,4,0.00,2098.56,0.00
E02003956,"Roche & Goss Moor",0,240.0,575.13,13.302,2,0.00,0.00,0.00
E02003957,"Lostwithiel & Penwithick",0,389.0,2138.31,21.881,6,0.00,417.80,0.00
E02003958,"Trewoon",0,343.0,200.75,14.525,0,0.00,0.00,0.00
E02003959,"Par",0,159.0,2955.44,7.184,0,0.00,0.00,0.00
E02003960,"Tywardreath & Fowey",0,73.0,1957.02,10.964,1,0.00,0.00,0.00
E02003961,"St Austell East & Carlyon Bay",0,288.0,2066.72,30.116,0,0.00,4161.20,3604.78
E02003962,"St Austell North & Carclaze",0,241.0,1087.45,11.455,2,0.00,0.00,0.00
E02003963,"St Austell Central",0,112.0,2404.26,19.799,4,0.00,17824.69,0.00
E02003964,"Mevagissey & Polgooth",0,343.0,4480.63,20.477,2,0.00,0.00,0.00
